PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;23;4;18089;0.0006149950686792629;0.0039974679464152086;MYC PDGFA PDGFRA PDGFRB
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;23;4;18089;0.0005515259182096647;0.0039974679464152086;MYC PDGFA PDGFRA PDGFRB
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;23;2;18089;0.006558156958386622;0.02841868015300869;MYC PDGFRB
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;20;2;10531;0.1273218665610786;0.33103685305880437;MYC TERT
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;20;1;7411;0.10999799738568787;0.33103685305880437;PDGFRB
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;20;1;10531;0.36101893610157676;0.7822076948867496;MYC
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;23;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;20;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;20;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;20;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;20;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;20;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;20;0;7411;1.0;1.0;
