PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;40;4;18089;0.005033450939152355;0.06543486220898061;COL4A1 LAMA5 PDGFB TFAP2A
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;40;3;18089;0.029879000832449137;0.1942135054109194;LAMA5 PDGFB TFAP2A
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;40;1;18089;0.08888176820830483;0.3851543289026543;TNXB
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;24;1;7411;0.13053380448925514;0.4242348645900792;PDGFB
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;40;1;18089;0.1919080389974531;0.498960901393378;LAMA5
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;28;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;28;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;28;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;28;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;28;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;24;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;24;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;24;0;7411;1.0;1.0;
