PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;21;1;10531;0.07317047938146837;0.9512162319590888;PRKACG
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;23;0;18089;1.0;1.0;
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;23;0;18089;1.0;1.0;
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;23;0;18089;1.0;1.0;
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;23;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;21;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;21;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;21;1;10531;0.37518339123318506;1.0;TP53
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;21;1;10531;0.2588345029629222;1.0;PRKACG
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;11;0;7411;1.0;1.0;
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;11;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;11;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;11;0;7411;1.0;1.0;
