PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;38;3;18089;0.028165245814064446;0.3661481955828378;COL4A1 NID1 PKD1
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;38;2;18089;0.13501290646391748;0.5955411971041829;NID1 PKD1
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;38;1;18089;0.18324344526282552;0.5955411971041829;PKD1
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;27;1;7411;0.14563120839713797;0.5955411971041829;CXCL12
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;38;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;34;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;34;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;34;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;34;1;10531;0.5332258909035178;1.0;PSENEN
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;34;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;27;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;27;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;27;0;7411;1.0;1.0;
