PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;18;4;18089;0.00022762454477702463;0.00295911908210132;EMX2 HOXB7 PBX1 TFAP2A
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;18;3;18089;0.0032397720880051727;0.017484675508046305;HOXB7 PBX1 TFAP2A
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;18;2;18089;0.004034925117241455;0.017484675508046305;HOXB7 PBX1
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;9;2;10531;0.01583792292183772;0.051473249495972595;ELF3 PBX1
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;9;1;7411;0.020467516851823686;0.053215543814741584;MEIS1
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;18;1;18089;0.040997547165579;0.08882801885875449;PBX1
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;9;1;7411;0.05105090961376026;0.0948088321398405;EMX2
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;9;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;9;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;9;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;9;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;9;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;9;0;7411;1.0;1.0;
