WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;10;3;7411;2.7811857287189776e-05;0.00036155414473346706;ANOS1 FGFR2 WT1
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;17;4;18089;0.00017949310033134376;0.0005833525760768672;FGF10 FGFR2 TGFB1 WT1
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;17;4;18089;0.0001605865635065268;0.0005833525760768672;FGF10 FGFR2 TGFB1 WT1
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;17;3;18089;9.332523262065748e-05;0.0005833525760768672;FGF10 TGFB1 WT1
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;10;2;7411;0.0014368461203333233;0.00373579991286664;FGFR2 WT1
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;17;1;18089;0.03876359802044006;0.08398779571095347;ANOS1
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;9;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;9;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;9;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;9;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;9;0;10531;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;10;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;10;0;7411;1.0;1.0;
