WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;5;1;18089;0.02625817456878776;0.08533906734856021;LHX1
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;4;1;7411;0.025132434303649573;0.08533906734856021;LHX1
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;4;1;7411;0.02301214943287861;0.08533906734856021;LHX1
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;4;1;7411;0.012358798688015855;0.08533906734856021;LHX1
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;5;1;18089;0.08409837471793037;0.18221314522218246;LHX1
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;5;1;18089;0.08177689492703416;0.18221314522218246;LHX1
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;5;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;1;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;1;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;1;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;1;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;1;0;10531;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;4;0;7411;1.0;1.0;
