PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;36;4;18089;0.00342550381880751;0.022265774822248813;LAMA5 MMP9 SDC4 TGFB2
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;36;4;18089;0.0030876640510387305;0.022265774822248813;LAMA5 MMP9 SDC4 TGFB2
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;36;1;18089;0.17448692528480622;0.5670825071756201;LAMA5
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;27;1;7411;0.1580883823939531;0.5670825071756201;TGFB2
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;36;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;30;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;30;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;30;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;30;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;30;0;10531;1.0;1.0;
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;27;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;27;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;27;0;7411;1.0;1.0;
