WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;25;5;10531;2.3470124096084685e-08;3.051116132491009e-07;FRS2 GDNF GFRA1 NRTN RET
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;24;3;7411;5.0657677296845554e-05;0.0003292749024294961;GDNF GFRA1 RET
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;24;3;7411;0.00044074258434690364;0.0019098845321699157;GDNF GFRA1 RET
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;26;4;18089;0.0009964988385849508;0.002590896980320872;BDNF GDNF RET STAT1
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;26;4;18089;0.000894714871975984;0.002590896980320872;BDNF GDNF RET STAT1
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;26;2;18089;0.008338006826196108;0.015545304729921935;GDNF STAT1
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;24;2;7411;0.008370548700727195;0.015545304729921935;GDNF RET
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;26;1;18089;0.05868761558310866;0.09536737532255156;RET
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;25;1;10531;0.4287824989087545;0.6193524984237565;STAT1
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;25;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;25;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;25;0;10531;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;24;0;7411;1.0;1.0;
