PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;57;2;18089;0.26146753959246594;0.6827055192010871;CDKN1C KIF26B
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;57;2;18089;0.2509327552208953;0.6827055192010871;CDKN1C KIF26B
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;57;1;18089;0.26197794894509774;0.6827055192010871;KIF26B
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;45;2;10531;0.262579045846572;0.6827055192010871;CCND1 TFDP1
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;41;1;7411;0.23014699464146401;0.6827055192010871;CCND1
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;57;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;45;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;45;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;45;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;45;0;10531;1.0;1.0;
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;41;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;41;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;41;0;7411;1.0;1.0;
