PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;25;3;18089;0.009057981627133846;0.05887688057637;BAX BCL2 BCL2L11
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;25;3;18089;0.008369263703476272;0.05887688057637;BAX BCL2 BCL2L11
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;25;1;18089;0.12463925700491248;0.5401034470212873;BCL2
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;25;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;18;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;18;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;18;1;10531;0.4344827431722561;1.0;ITPR1
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;18;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;18;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;18;0;7411;1.0;1.0;
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;18;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;18;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;18;0;7411;1.0;1.0;
