PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;19;4;18089;2.7160196371949937e-06;3.530825528353491e-05;BMP2 BMP4 BMP7 NOG
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;19;5;18089;1.4760561633810222e-05;6.396243374651095e-05;BMP2 BMP4 BMP7 NOG TGFBR1
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;19;5;18089;1.283193616315093e-05;6.396243374651095e-05;BMP2 BMP4 BMP7 NOG TGFBR1
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;19;1;18089;0.04322642785930778;0.09879290015939438;BMP4
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;15;1;7411;0.0338927771965073;0.09879290015939438;BMP7
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;15;1;7411;0.04559672315048972;0.09879290015939438;BMP4
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;15;1;7411;0.09110194258579991;0.16918932194505698;BMP4
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;15;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;15;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;15;0;10531;1.0;1.0;
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;15;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;15;0;10531;1.0;1.0;
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;15;0;7411;1.0;1.0;
