WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;31;2;18089;0.10109390833324826;0.4546623466853938;EGR1 SOX9
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;31;2;18089;0.09628467957832833;0.4546623466853938;EGR1 SOX9
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;25;2;10531;0.10492208000432166;0.4546623466853938;JUN RUNX1
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;31;1;18089;0.1521870910998334;0.49460804607445846;SOX9
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;31;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;25;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;25;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;25;1;10531;0.5470414152283115;1.0;SOX9
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;25;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;22;0;7411;1.0;1.0;
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;22;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;22;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;22;0;7411;1.0;1.0;
