PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;34;2;18089;0.1179739348954516;0.3834152884102177;ID2 TCF21
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;34;2;18089;0.11246463951701223;0.3834152884102177;ID2 TCF21
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;17;1;7411;0.0942859907640814;0.3834152884102177;TCF21
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;17;1;7411;0.03832924428587057;0.3834152884102177;TCF21
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;34;1;18089;0.16563751415099393;0.4306575367925842;TCF21
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;21;1;10531;0.258834502963029;0.5608080897532295;PSME2
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;21;1;10531;0.37518339123513555;0.696769155150966;PSME2
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;21;1;10531;0.4857847207041548;0.7894001711442515;PSME2
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;34;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;21;0;10531;1.0;1.0;
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;21;0;10531;1.0;1.0;
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;17;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;17;0;7411;1.0;1.0;
