WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
REAC:R-HSA-8853659;RET signaling;hsapiens.REAC.name.gmt;38;61;5;10531;2.3917836843580656e-06;3.109318789665485e-05;DOK1 DOK4 DOK6 PIK3R3 SHC3
WP:WP4823;Genes controlling nephrogenesis;hsapiens.WP.name.gmt;43;53;2;7411;0.037598326035370354;0.24438911922990728;NCK1 PDGFRB
GO:0072001;renal system development;hsapiens.GO-BP.name.gmt;315;80;3;18089;0.16320672260778243;0.5304218484752928;PDGFRB PECAM1 PTPRO
GO:0001822;kidney development;hsapiens.GO-BP.name.gmt;306;80;3;18089;0.15366697630729664;0.5304218484752928;PDGFRB PECAM1 PTPRO
GO:0060993;kidney morphogenesis;hsapiens.GO-BP.name.gmt;96;80;1;18089;0.3472968369452001;0.8501111236916554;PDGFRB
REAC:R-HSA-157118;Signaling by NOTCH;hsapiens.REAC.name.gmt;233;61;2;10531;0.39235898016537946;0.8501111236916554;EGF EGFR
PMC5748921-PMC6115658;CAKUT causal genes;hsapiens.GO-BP.name.gmt;42;80;0;18089;1.0;1.0;
REAC:R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;hsapiens.REAC.name.gmt;18;61;0;10531;1.0;1.0;
REAC:R-HSA-195721;Signaling by WNT;hsapiens.REAC.name.gmt;328;61;0;10531;1.0;1.0;
REAC:R-HSA-5358351;Signaling by Hedgehog;hsapiens.REAC.name.gmt;149;61;1;10531;0.5817761305268154;1.0;CDON
WP:WP5053;Development of ureteric collection system;hsapiens.WP.name.gmt;47;53;0;7411;1.0;1.0;
WP:WP5052;Nephrogenesis;hsapiens.WP.name.gmt;17;53;0;7411;1.0;1.0;
WP:WP4830;GDNF/RET signalling axis;hsapiens.WP.name.gmt;23;53;0;7411;1.0;1.0;
