PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP5074;Kallmann syndrome;WP_allPathways_request_2022_09_07.gmt;24;30;2;12399;0.001511165777431353;0.1571612408528607;PLXND1 SEMA3E
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_09_07.gmt;436;30;5;12399;0.0036192084008795757;0.18819883684573793;ANGPT2 EIF4EBP1 PGF VEGFA VEGFB
WP4549;Fragile X syndrome;WP_allPathways_request_2022_09_07.gmt;112;30;2;12399;0.02984161464348996;0.8674459743159365;EIF4E EIF4EBP2
WP4814;Somatic sex determination;WP_allPathways_request_2022_09_07.gmt;14;30;1;12399;0.0333633067044591;0.8674459743159365;PTGDS
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;36;30;0;12399;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_09_07.gmt;22;30;0;12399;1.0;1.0;
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_09_07.gmt;30;30;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_09_07.gmt;18;30;0;12399;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_09_07.gmt;37;30;0;12399;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_09_07.gmt;39;30;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_09_07.gmt;60;30;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_09_07.gmt;18;30;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_09_07.gmt;14;30;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_09_07.gmt;9;30;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_09_07.gmt;3;30;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_09_07.gmt;49;30;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_09_07.gmt;10;30;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;33;30;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;81;30;1;12399;0.17869240083691004;1.0;PPP4R3A
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_09_07.gmt;13;30;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;32;30;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;10;30;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;113;30;0;12399;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;75;30;0;12399;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_09_07.gmt;57;30;0;12399;1.0;1.0;
