PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_09_07.gmt;60;31;3;12399;0.00043973624676876583;0.045732569663951644;GATA3 RARA RARB
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_09_07.gmt;74;31;2;12399;0.01461182511143131;0.7598149057944281;GTF2H1 GTF2H2
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WP_allPathways_request_2022_09_07.gmt;92;31;2;12399;0.02202496208087695;0.7635320188037342;PPARGC1A THRA
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_09_07.gmt;275;31;1;12399;0.5014976037921367;1.0;PSMC5
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_09_07.gmt;30;31;1;12399;0.0724309558149338;1.0;GATA3
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_09_07.gmt;18;31;0;12399;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_09_07.gmt;436;31;1;12399;0.6707982558880642;1.0;PPARGC1A
WP5074;Kallmann syndrome;WP_allPathways_request_2022_09_07.gmt;24;31;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_09_07.gmt;18;31;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_09_07.gmt;14;31;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_09_07.gmt;9;31;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_09_07.gmt;3;31;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_09_07.gmt;49;31;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;33;31;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;81;31;1;12399;0.18407084012868238;1.0;PAGR1
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_09_07.gmt;13;31;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;32;31;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;10;31;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;113;31;0;12399;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;75;31;0;12399;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;36;31;0;12399;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_09_07.gmt;57;31;0;12399;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_09_07.gmt;39;31;0;12399;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_09_07.gmt;37;31;0;12399;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_09_07.gmt;22;31;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_09_07.gmt;10;31;0;12399;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_09_07.gmt;18;31;0;12399;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_09_07.gmt;16;31;0;12399;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;168;31;0;12399;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;42;31;0;12399;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;68;31;1;12399;0.15691608266990112;1.0;GATA3
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;65;31;0;12399;1.0;1.0;
WP5202;Alstrom syndrome;WP_allPathways_request_2022_09_07.gmt;33;31;0;12399;1.0;1.0;
WP5200;Dravet syndrome;WP_allPathways_request_2022_09_07.gmt;24;31;0;12399;1.0;1.0;
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_09_07.gmt;5;31;0;12399;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_09_07.gmt;18;31;0;12399;1.0;1.0;
WP5190;Creatine pathway;WP_allPathways_request_2022_09_07.gmt;5;31;0;12399;1.0;1.0;
WP5189;Copper metabolism;WP_allPathways_request_2022_09_07.gmt;4;31;0;12399;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_09_07.gmt;25;31;0;12399;1.0;1.0;
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_09_07.gmt;14;31;0;12399;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_09_07.gmt;5;31;0;12399;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_09_07.gmt;13;31;0;12399;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_09_07.gmt;13;31;0;12399;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_09_07.gmt;9;31;0;12399;1.0;1.0;
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_09_07.gmt;11;31;0;12399;1.0;1.0;
WP5124;Alzheimer's disease;WP_allPathways_request_2022_09_07.gmt;262;31;1;12399;0.48463695564394177;1.0;PSMC5
WP5120;Inclusion body myositis;WP_allPathways_request_2022_09_07.gmt;11;31;0;12399;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_09_07.gmt;15;31;0;12399;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_09_07.gmt;22;31;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_09_07.gmt;13;31;0;12399;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_09_07.gmt;20;31;0;12399;1.0;1.0;
WP4830;GDNF/RET signaling axis;WP_allPathways_request_2022_09_07.gmt;23;31;1;12399;0.05599880817353002;1.0;GATA3
