PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_09_07.gmt;436;63;30;12399;2.6715092963594945e-27;2.778369668213874e-25;AKT1 BECN1 CCND2 CCNE1 CD44 CDK4 EPHA2 FGFR4 HGF HIF1A LATS2 MAP2K3 MAP2K5 MAP2K6 MAP3K4 MAP3K5 MAPK14 MDM4 MYC NF2 PDGFA PDGFC PDGFRA PDGFRB PTEN RAF1 RASSF1 TEAD2 TERT TSC1
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_09_07.gmt;120;63;9;12399;8.400161572489203e-09;4.368084017694385e-07;CD44 EPHA2 FGFR4 LATS2 MYC NF2 PDGFRA PDGFRB TEAD2
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;WP_allPathways_request_2022_09_07.gmt;44;63;6;12399;8.189764031023965e-08;2.839118197421641e-06;ATG14 BECN1 PIK3C3 PIK3R4 STK11 TSC1
WP4540;Hippo signaling regulation pathways;WP_allPathways_request_2022_09_07.gmt;98;63;7;12399;5.980361561595062e-07;1.5548940060147158e-05;EPHA2 FGFR4 LATS2 NF2 PDGFRA PDGFRB TEAD2
WP3998;Prader-Willi and Angelman syndrome;WP_allPathways_request_2022_09_07.gmt;68;63;6;12399;1.1550752133018967e-06;2.402556443667945e-05;CCND2 CDK4 CDK6 CDKN2B CDKN2C MDM4
WP4549;Fragile X syndrome;WP_allPathways_request_2022_09_07.gmt;112;63;7;12399;1.4815168001838672e-06;2.5679624536520365e-05;AKT1 ARAF GRM1 NF1 PTEN RAF1 TSC1
WP5124;Alzheimer's disease;WP_allPathways_request_2022_09_07.gmt;262;63;9;12399;6.394247046601323e-06;9.500024183521966e-05;AKT1 ARAF ATG14 BECN1 MAP3K5 PIK3C3 PIK3R4 RAF1 TNFRSF1A
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_09_07.gmt;275;63;9;12399;9.453550617573711e-06;0.00012289615802845824;AKT1 ARAF ATG14 BECN1 MAP3K5 PIK3C3 PIK3R4 RAF1 TNFRSF1A
WP2447;Amyotrophic lateral sclerosis (ALS);WP_allPathways_request_2022_09_07.gmt;38;63;4;12399;3.924396756803463e-05;0.0004534858474528446;MAP2K6 MAP3K5 MAPK14 TNFRSF1A
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;75;63;4;12399;0.0005615233375080572;0.005839842710083794;AKT1 HIF1A MYC NF2
