PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_09_07.gmt;275;30;5;12399;0.0004680214840328775;0.01622474477980642;CHUK CTNNB1 IKBKB NFKB1 RELA
WP5124;Alzheimer's disease;WP_allPathways_request_2022_09_07.gmt;262;30;5;12399;0.0003748509935681376;0.01622474477980642;CHUK CTNNB1 IKBKB NFKB1 RELA
WP5120;Inclusion body myositis;WP_allPathways_request_2022_09_07.gmt;11;30;2;12399;0.00030708374309150384;0.01622474477980642;NFKB1 NFKB2
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_09_07.gmt;85;30;3;12399;0.0011044182638163006;0.028714874859223815;IFNG NFKB2 STAT1
WP4540;Hippo signaling regulation pathways;WP_allPathways_request_2022_09_07.gmt;98;30;3;12399;0.0016650773625518857;0.03463360914107922;CTNNB1 PRKCB TCF7L1
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;36;30;2;12399;0.0033878051221197182;0.051568568342245415;BCL9 CTNNB1
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_09_07.gmt;39;30;2;12399;0.0039668129494034934;0.051568568342245415;NFKB1 PRKCB
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_09_07.gmt;37;30;2;12399;0.0035760251265562846;0.051568568342245415;CTNNB1 TCF7L1
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_09_07.gmt;57;30;2;12399;0.00831661577834241;0.09610311566084564;CTNNB1 TCF7L1
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_09_07.gmt;436;30;4;12399;0.02004278702783457;0.20844498508947953;CTNNB1 NFKB1 STAT1 TCF7L1
WP5200;Dravet syndrome;WP_allPathways_request_2022_09_07.gmt;24;30;1;12399;0.05653274549787989;0.470559510749935;NFKB1
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_09_07.gmt;25;30;1;12399;0.05881993884374188;0.470559510749935;CTNNB1
WP4830;GDNF/RET signaling axis;WP_allPathways_request_2022_09_07.gmt;23;30;1;12399;0.05424017967757501;0.470559510749935;CTNNB1
WP3995;Prion disease pathway;WP_allPathways_request_2022_09_07.gmt;33;30;1;12399;0.07692552967701535;0.5714467918863998;NFKB1
WP5269;Genetic causes of PSVD/INCPH;WP_allPathways_request_2022_09_07.gmt;37;30;1;12399;0.08585160439513755;0.5952377904729537;NFKB1
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_09_07.gmt;44;30;1;12399;0.10127185268338132;0.6582670424419785;CTNNB1
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_09_07.gmt;60;30;1;12399;0.13557977609503716;0.8294292184637567;CTNNB1
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;68;30;1;12399;0.15225550983508157;0.8796985012693602;STAT1
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;81;30;1;12399;0.17869240083691004;0.9781057730020339;NFKB1
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_09_07.gmt;16;30;0;12399;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_09_07.gmt;18;30;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_09_07.gmt;10;30;0;12399;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_09_07.gmt;22;30;0;12399;1.0;1.0;
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_09_07.gmt;30;30;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_09_07.gmt;18;30;0;12399;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_09_07.gmt;73;30;0;12399;1.0;1.0;
WP5074;Kallmann syndrome;WP_allPathways_request_2022_09_07.gmt;24;30;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_09_07.gmt;18;30;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_09_07.gmt;14;30;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_09_07.gmt;9;30;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_09_07.gmt;3;30;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_09_07.gmt;49;30;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;33;30;0;12399;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_09_07.gmt;13;30;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;32;30;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_09_07.gmt;13;30;0;12399;1.0;1.0;
