PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_09_07.gmt;57;56;5;12399;5.483307470325929e-06;0.0005702639769138966;CEBPA CEBPB CEBPD JUNB RUNX2
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_09_07.gmt;37;56;4;12399;2.2059747371209767e-05;0.0011471068633029078;CEBPA CEBPB CEBPD RUNX2
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;113;56;3;12399;0.014396019734941395;0.49906201747796836;ATF4 EIF2AK3 USF1
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_09_07.gmt;275;56;3;12399;0.1274437468809587;1.0;ATF4 DDIT3 EIF2AK3
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_09_07.gmt;22;56;0;12399;1.0;1.0;
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_09_07.gmt;30;56;1;12399;0.12712343924601585;1.0;CEBPA
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_09_07.gmt;18;56;0;12399;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_09_07.gmt;436;56;5;12399;0.046348422305859616;1.0;ATF2 ATF3 DDIT3 FOSL1 JUN
WP5074;Kallmann syndrome;WP_allPathways_request_2022_09_07.gmt;24;56;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_09_07.gmt;60;56;1;12399;0.2383385859572268;1.0;ETV4
WP5052;Nephrogenesis;WP_allPathways_request_2022_09_07.gmt;18;56;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_09_07.gmt;14;56;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_09_07.gmt;9;56;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_09_07.gmt;49;56;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_09_07.gmt;10;56;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;33;56;1;12399;0.13892650292482236;1.0;NFATC2
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_09_07.gmt;81;56;1;12399;0.307782684160014;1.0;MAZ
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_09_07.gmt;13;56;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;32;56;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;10;56;0;12399;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;75;56;1;12399;0.2886023821351628;1.0;JUN
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;36;56;0;12399;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_09_07.gmt;39;56;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_09_07.gmt;3;56;0;12399;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_09_07.gmt;25;56;1;12399;0.10709760630875746;1.0;SOX9
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_09_07.gmt;18;56;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_09_07.gmt;13;56;0;12399;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_09_07.gmt;168;56;1;12399;0.534977462712029;1.0;JUN
