WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_01.gmt;436;66;12;12378;2.746224325393448e-06;0.0002801148811901317;COL4A1 IGF1 IGF2 INS ITGAV ITGB3 LAMA3 MMP2 MMP3 PDGFA PDGFB SPARC
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_08_01.gmt;73;66;3;12378;0.0069032035342250836;0.3520633802454793;IGF1 IGF2 MAG
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_01.gmt;120;66;3;12378;0.026130773057148005;0.8884462839430322;ITGAV ITGB3 ITGB6
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_01.gmt;275;66;2;12378;0.4330138064495392;1.0;IDE INS
WP5101;Congenital generalized lipodystrophy (CGL);WP_allPathways_request_2022_08_01.gmt;18;66;1;12378;0.09180834192742271;1.0;INS
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_01.gmt;23;66;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_01.gmt;60;66;0;12378;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_01.gmt;18;66;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_01.gmt;14;66;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_01.gmt;9;66;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_01.gmt;3;66;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_01.gmt;49;66;0;12378;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;33;66;0;12378;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;81;66;1;12378;0.352385811333722;1.0;IGFBP3
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_01.gmt;13;66;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;32;66;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;10;66;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;113;66;1;12378;0.45495664665062896;1.0;ELN
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;75;66;1;12378;0.3311394282942245;1.0;TF
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;36;66;0;12378;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_01.gmt;57;66;0;12378;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_01.gmt;39;66;0;12378;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_01.gmt;37;66;0;12378;1.0;1.0;
WP5102;Familial partial lipodystrophy (FPLD);WP_allPathways_request_2022_08_01.gmt;30;66;1;12378;0.14834851624098175;1.0;INS
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_01.gmt;22;66;1;12378;0.11105410532989805;1.0;INS
