WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_01.gmt;436;35;12;12378;1.254923963126527e-09;1.2800224423890574e-07;CXCL5 ITGA1 ITGA2 ITGA3 ITGB1 LAMA1 LAMA2 LAMA5 MMP9 PDGFC PDGFRA PLAU
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_01.gmt;120;35;7;12378;3.6240762263362664e-08;1.8482788754314958e-06;ITGA1 ITGA2 ITGA3 ITGAL ITGAM ITGB1 PDGFRA
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_08_01.gmt;85;35;5;12378;3.743385006656084e-06;0.00012727509022630686;CAV1 DAG1 ITGAL LAMA2 MMP9
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_01.gmt;44;35;2;12378;0.0068206817619119705;0.17392738492875526;ITGA3 ITGB1
WP4549;Fragile X syndrome;WP_allPathways_request_2022_08_01.gmt;112;35;2;12378;0.03977119918597714;0.8113324633939336;DAG1 MMP9
WP5101;Congenital generalized lipodystrophy (CGL);WP_allPathways_request_2022_08_01.gmt;18;35;1;12378;0.04972506323380666;0.8453260749747132;CAV1
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;75;35;1;12378;0.19185070687156106;1.0;ADAM10
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_01.gmt;37;35;0;12378;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_01.gmt;39;35;1;12378;0.10470553624490779;1.0;MMP9
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_01.gmt;23;35;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_01.gmt;60;35;1;12378;0.15659072443723265;1.0;ITGB1
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_01.gmt;18;35;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_01.gmt;14;35;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_01.gmt;9;35;0;12378;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;36;35;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_01.gmt;3;35;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_01.gmt;49;35;0;12378;1.0;1.0;
WP5102;Familial partial lipodystrophy (FPLD);WP_allPathways_request_2022_08_01.gmt;30;35;0;12378;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;33;35;0;12378;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;81;35;0;12378;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_01.gmt;13;35;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;32;35;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;10;35;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;113;35;1;12378;0.2748883208766339;1.0;FBLN2
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_01.gmt;57;35;0;12378;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_01.gmt;22;35;0;12378;1.0;1.0;
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_01.gmt;275;35;1;12378;0.5449970750122353;1.0;ADAM10
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_01.gmt;18;35;0;12378;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;68;35;0;12378;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;65;35;0;12378;1.0;1.0;
