PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_24.gmt;275;39;1;12399;0.5835896715347699;1.0;SLC25A5
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_08_24.gmt;30;39;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_08_24.gmt;18;39;0;12399;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_24.gmt;436;39;2;12399;0.4007454161646046;1.0;ITGA6 PTEN
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_24.gmt;24;39;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_24.gmt;60;39;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_24.gmt;18;39;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_24.gmt;14;39;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_24.gmt;9;39;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_24.gmt;3;39;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_24.gmt;49;39;1;12399;0.14330069621846786;1.0;PTEN
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_24.gmt;22;39;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_24.gmt;33;39;0;12399;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;32;39;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;10;39;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;113;39;0;12399;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;75;39;0;12399;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;36;39;0;12399;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_24.gmt;57;39;0;12399;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_24.gmt;39;39;1;12399;0.11578362540593501;1.0;PRKCD
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_24.gmt;37;39;0;12399;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_08_24.gmt;25;39;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_24.gmt;81;39;1;12399;0.22586442856275613;1.0;PTEN
WP4830;GDNF/RET signaling axis;WP_allPathways_request_2022_08_24.gmt;23;39;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_24.gmt;10;39;0;12399;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_24.gmt;16;39;0;12399;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;42;39;0;12399;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;68;39;1;12399;0.19330299248831312;1.0;LGALS3
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;65;39;0;12399;1.0;1.0;
WP5202;Alstrom syndrome;WP_allPathways_request_2022_08_24.gmt;33;39;0;12399;1.0;1.0;
WP5200;Dravet syndrome;WP_allPathways_request_2022_08_24.gmt;24;39;0;12399;1.0;1.0;
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_08_24.gmt;5;39;0;12399;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_08_24.gmt;18;39;0;12399;1.0;1.0;
WP5190;Creatine pathway;WP_allPathways_request_2022_08_24.gmt;5;39;0;12399;1.0;1.0;
WP5189;Copper metabolism;WP_allPathways_request_2022_08_24.gmt;4;39;0;12399;1.0;1.0;
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_08_24.gmt;14;39;0;12399;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_24.gmt;18;39;0;12399;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_08_24.gmt;20;39;0;12399;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_08_24.gmt;9;39;0;12399;1.0;1.0;
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_08_24.gmt;11;39;0;12399;1.0;1.0;
WP5124;Alzheimer's disease;WP_allPathways_request_2022_08_24.gmt;262;39;1;12399;0.5657882918489268;1.0;SLC25A5
WP5120;Inclusion body myositis;WP_allPathways_request_2022_08_24.gmt;11;39;0;12399;1.0;1.0;
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_08_24.gmt;74;39;0;12399;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_08_24.gmt;15;39;0;12399;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_08_24.gmt;22;39;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_08_24.gmt;5;39;0;12399;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;168;39;0;12399;1.0;1.0;
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_24.gmt;44;39;0;12399;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WP_allPathways_request_2022_08_24.gmt;7;39;0;12399;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_24.gmt;3;39;0;12399;1.0;1.0;
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_08_24.gmt;85;39;0;12399;1.0;1.0;
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_24.gmt;9;39;0;12399;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_24.gmt;11;39;0;12399;1.0;1.0;
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_24.gmt;24;39;0;12399;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_24.gmt;7;39;0;12399;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_24.gmt;4;39;0;12399;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WP_allPathways_request_2022_08_24.gmt;17;39;0;12399;1.0;1.0;
WP4312;Rett syndrome causing genes;WP_allPathways_request_2022_08_24.gmt;48;39;0;12399;1.0;1.0;
WP4224;Purine metabolism and related disorders;WP_allPathways_request_2022_08_24.gmt;22;39;0;12399;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WP_allPathways_request_2022_08_24.gmt;6;39;0;12399;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WP_allPathways_request_2022_08_24.gmt;10;39;0;12399;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;WP_allPathways_request_2022_08_24.gmt;15;39;0;12399;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;WP_allPathways_request_2022_08_24.gmt;68;39;0;12399;1.0;1.0;
WP3995;Prion disease pathway;WP_allPathways_request_2022_08_24.gmt;33;39;0;12399;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;WP_allPathways_request_2022_08_24.gmt;15;39;0;12399;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_08_24.gmt;73;39;1;12399;0.20598154373621158;1.0;PTEN
WP3569;Fanconi Anemia Pathway;WP_allPathways_request_2022_08_24.gmt;39;39;0;12399;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);WP_allPathways_request_2022_08_24.gmt;38;39;0;12399;1.0;1.0;
WP2371;Parkinson's disease pathway;WP_allPathways_request_2022_08_24.gmt;47;39;0;12399;1.0;1.0;
WP4220;Neurotransmitter disorders;WP_allPathways_request_2022_08_24.gmt;4;39;0;12399;1.0;1.0;
WP4814;Somatic sex determination;WP_allPathways_request_2022_08_24.gmt;14;39;0;12399;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WP_allPathways_request_2022_08_24.gmt;37;39;0;12399;1.0;1.0;
WP4506;Tyrosine metabolism and related disorders;WP_allPathways_request_2022_08_24.gmt;5;39;0;12399;1.0;1.0;
WP4803;Ciliopathies;WP_allPathways_request_2022_08_24.gmt;184;39;0;12399;1.0;1.0;
WP4792;Purine metabolism;WP_allPathways_request_2022_08_24.gmt;13;39;0;12399;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WP_allPathways_request_2022_08_24.gmt;92;39;0;12399;1.0;1.0;
WP4688;Serine metabolism;WP_allPathways_request_2022_08_24.gmt;8;39;0;12399;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;WP_allPathways_request_2022_08_24.gmt;24;39;0;12399;1.0;1.0;
WP4673;Male infertility;WP_allPathways_request_2022_08_24.gmt;145;39;0;12399;1.0;1.0;
WP4657;22q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;149;39;0;12399;1.0;1.0;
WP4656;Joubert syndrome;WP_allPathways_request_2022_08_24.gmt;76;39;0;12399;1.0;1.0;
WP4595;Urea cycle and associated pathways;WP_allPathways_request_2022_08_24.gmt;24;39;0;12399;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;WP_allPathways_request_2022_08_24.gmt;44;39;0;12399;1.0;1.0;
WP4504;Cysteine and methionine catabolism;WP_allPathways_request_2022_08_24.gmt;15;39;0;12399;1.0;1.0;
WP4549;Fragile X syndrome;WP_allPathways_request_2022_08_24.gmt;112;39;1;12399;0.2984289592488135;1.0;PTEN
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_24.gmt;120;39;1;12399;0.3160520427949613;1.0;ITGA6
WP4540;Hippo signaling regulation pathways;WP_allPathways_request_2022_08_24.gmt;98;39;1;12399;0.2665181461520679;1.0;PRKCD
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;WP_allPathways_request_2022_08_24.gmt;46;39;0;12399;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;WP_allPathways_request_2022_08_24.gmt;11;39;0;12399;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;WP_allPathways_request_2022_08_24.gmt;16;39;0;12399;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;WP_allPathways_request_2022_08_24.gmt;17;39;0;12399;1.0;1.0;
WP4521;Glycosylation and related congenital defects;WP_allPathways_request_2022_08_24.gmt;25;39;0;12399;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;WP_allPathways_request_2022_08_24.gmt;8;39;0;12399;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;WP_allPathways_request_2022_08_24.gmt;6;39;0;12399;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;WP_allPathways_request_2022_08_24.gmt;7;39;0;12399;1.0;1.0;
WP4545;Oxysterols derived from cholesterol;WP_allPathways_request_2022_08_24.gmt;46;39;0;12399;1.0;1.0;
WP5234;Bardet-Biedl syndrome;WP_allPathways_request_2022_08_24.gmt;88;39;0;12399;1.0;1.0;
