WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_01.gmt;436;38;9;12378;5.045461585995342e-06;0.0005146370817715249;COL4A1 IGF1 IGF2 INS ITGAV ITGB3 PDGFA PDGFB SPARC
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_08_01.gmt;73;38;3;12378;0.0014316164431812614;0.07301243860224434;IGF1 IGF2 MAG
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_01.gmt;120;38;3;12378;0.005854779333128843;0.19906249732638068;ITGAV ITGB3 ITGB6
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WP_allPathways_request_2022_08_01.gmt;92;38;2;12378;0.03230567305092499;0.8237946627985874;ITGAV ITGB3
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_01.gmt;275;38;2;12378;0.20643332941514217;1.0;IDE INS
WP5101;Congenital generalized lipodystrophy (CGL);WP_allPathways_request_2022_08_01.gmt;18;38;1;12378;0.053876743987142664;1.0;INS
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_01.gmt;23;38;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_01.gmt;60;38;0;12378;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_01.gmt;18;38;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_01.gmt;14;38;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_01.gmt;9;38;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_01.gmt;3;38;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_01.gmt;49;38;0;12378;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;81;38;1;12378;0.22108943036942277;1.0;IGFBP3
WP5102;Familial partial lipodystrophy (FPLD);WP_allPathways_request_2022_08_01.gmt;30;38;1;12378;0.08821306275206886;1.0;INS
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_01.gmt;13;38;0;12378;1.0;1.0;
