GeneSymbol	ActiveModule	ActiveGene	overlapSignificant
MTR	1	False	False
CDKN2A	1	True	False
FBXO31	1	False	False
CDT1	1	True	False
C12orf65	1	False	False
CDK2	1	True	False
ORC1	1	True	False
CPEB4	1	True	False
TOB1	1	False	False
FOXM1	1	False	False
CCNE1	1	True	False
CCNB2	1	True	False
CKS2	1	False	False
CDKN2AIP	1	False	False
CDKN3	1	True	False
MS4A3	1	False	False
HIST1H1D	1	False	False
UHRF2	1	False	False
CCNA2	1	True	False
NPAT	1	False	False
CCNA1	1	True	False
CCNB3	1	False	False
H1F0	1	False	False
KAT7	1	False	False
DBF4	1	False	False
MCM4	1	True	False
TFDP1	1	True	False
E2F5	1	True	False
CKS1B	1	False	False
MARCKS	1	False	False
MYBL2	1	True	False
CCNF	1	True	False
ACLY	1	False	False
CDK2AP1	1	False	False
CAMK1G	1	False	False
CDC45	1	True	False
ORC5	1	True	False
LAMB2	1	False	False
CDC6	1	True	False
B3GALNT1	1	False	False
PRC1	1	False	False
USP26	1	False	False
TSPYL2	1	False	False
CCNB1	1	True	False
HIST1H1B	1	False	False
HIST1H1A	1	False	False
CCNE2	1	True	False
RBL2	1	True	False
LBX1	1	False	False
MCM10	1	True	False
MCM5	1	False	False
MCM2	1	False	False
MMRN1	1	False	False
ORC3	1	False	False
RPA1	1	False	False
HIST3H2BB	1	False	False
SPDYA	1	False	False
CDKN1B	1	True	False
ORC6	1	False	False
KLHDC9	1	False	False
CDK4	1	True	False
IL15RA	1	False	False
CCNB1IP1	1	False	False
MCM7	1	True	False
PROCA1	1	False	False
CCP110	1	False	False
KMT2E	1	False	False
CDK1	1	True	False
TUBA1C	1	False	False
SSBP1	1	False	False
GRAMD4	1	False	False
BRF1	1	False	False
KIF26B	1	False	False
GMNN	1	False	False
FEN1	1	True	False
CDC7	1	True	False
RBL1	1	False	False
ARID4A	1	False	False
NUDT2	1	False	False
MCM6	1	True	False
CCND1	1	True	False
CAMK1	1	True	False
USP37	1	False	False
CDKN1C	1	True	False
RPA2	1	False	False
POLA1	1	False	False
SKP2	1	True	False
ORC2	1	False	False
ORC4	1	False	False
HERC5	1	False	False
MCM3	1	True	False
GNL3	1	True	False
PHLDA3	1	False	False
NFE2L1	2	False	True
NFE2L3	2	True	True
FOSL1	2	False	True
MAFB	2	True	True
SNAPC5	2	False	True
DDIT3	2	True	True
MAZ	2	True	True
JUN	2	True	True
RUNX1	2	True	True
RBM14	2	False	True
ZSCAN31	2	False	True
BACH2	2	False	True
C14orf80	2	False	True
OVOL1	2	False	True
MAFF	2	True	True
IL7	2	False	True
CEBPE	2	True	True
BATF2	2	True	True
DBP	2	False	True
MAF	2	True	True
MAFG	2	False	True
USF2	2	False	True
FOS	2	True	True
C19orf68	2	False	True
JUNB	2	True	True
ATF4	2	False	True
CEBPG	2	True	True
LINC00461	2	False	True
JUND	2	True	True
NFE2	2	False	True
NFE2L2	2	True	True
TCFL5	2	True	True
USF1	2	False	True
ATF2	2	False	True
ATF3	2	True	True
ATF1	2	False	True
SPI1	2	True	True
SLC25A12	2	False	True
EGR1	2	True	True
SRA1	2	False	True
SOX9	2	True	True
RUNX2	2	True	True
ETS1	2	False	True
FOSL2	2	True	True
SPEN	2	False	True
EPAS1	2	True	True
BATF	2	False	True
ARL6IP4	2	False	True
ZNF595	2	False	True
ATF5	2	False	True
EGLN3	2	False	True
MED23	2	False	True
CEBPB	2	True	True
TSC22D3	2	True	True
DNMT3L	2	False	True
HOXA5	2	False	True
GTF2A1L	2	False	True
KDM2B	2	False	True
NFIL3	2	False	True
BATF3	2	False	True
MAFK	2	False	True
CEBPA	2	True	True
LUZP4	2	False	True
ETS2	2	False	True
BACH1	2	False	True
RPS6KA2	2	False	True
SPIB	2	False	True
APLP2	2	True	True
HOXD12	2	False	True
IFNAR1	3	False	True
STAT2	3	True	True
DMRTA1	3	False	True
STAT5B	3	True	True
RET	3	True	True
GFRA1	3	True	True
IL6ST	3	True	True
OSM	3	False	True
GRB10	3	True	True
CNOT9	3	False	True
CSF2RB	3	False	True
PTPN11	3	True	True
NRTN	3	False	True
BDNF	3	True	True
NTRK2	3	True	True
GDNF	3	True	True
GFRA2	3	False	True
IL4	3	True	True
IL13RA1	3	True	True
IL15	3	False	True
IL10	3	True	True
IL10RA	3	True	True
IRS1	3	False	True
DDR1	3	True	True
IL2RG	3	False	True
GIGYF2	3	False	True
WSB1	3	True	True
CSF3R	3	True	True
JAK1	3	True	True
IL2RB	3	False	True
LIFR	3	True	True
INSR	3	False	True
IGF1R	3	False	True
CNTFR	3	False	True
LIF	3	False	True
IFNG	3	True	True
IFNGR2	3	False	True
SHC1	3	False	True
NTRK3	3	True	True
SH2B1	3	False	True
DDR2	3	True	True
IL13	3	False	True
NTF3	3	True	True
WSB2	3	False	True
JAK3	3	False	True
CNTF	3	False	True
RACK1	3	False	True
STAT1	3	True	True
EPOR	3	False	True
TYK2	3	False	True
PPP1R3B	3	True	True
IFNAR2	3	False	True
GIGYF1	3	False	True
SOCS3	3	False	True
FRS2	3	False	True
PRMT3	3	False	True
IFNGR1	3	True	True
STAT5A	3	False	True
CISH	3	False	True
JAK2	3	False	True
IL27RA	3	False	True
FAU	3	False	True
TMEM39B	3	False	True
ELP2	3	False	True
MT-ND4L	3	False	True
IL4R	3	False	True
CCL3	4	True	False
NMRK2	4	False	False
PCSK4	4	False	False
TGFB2	4	True	False
CYR61	4	False	False
KNG1	4	False	False
LTBP1	4	False	False
IGFBP7	4	True	False
IGFBP5	4	True	False
IDE	4	False	False
TF	4	False	False
TGFBR3	4	False	False
IGFBP6	4	True	False
TIMP4	4	False	False
SHARPIN	4	False	False
IGFBP4	4	True	False
ITGAV	4	True	False
THBS2	4	False	False
PCSK9	4	False	False
VTN	4	False	False
AUP1	4	False	False
ITGAL	4	True	False
NES	4	True	False
IGF2	4	True	False
IGSF1	4	False	False
CCR6	4	False	False
ITGAM	4	True	False
IGFBP1	4	False	False
NOV	4	False	False
IGFALS	4	False	False
CCL20	4	True	False
IGF1	4	True	False
MMP2	4	True	False
PAPPA2	4	False	False
TGFB3	4	True	False
INS	4	True	False
PLAUR	4	True	False
ICAM1	4	True	False
VASN	4	False	False
IGFBP3	4	True	False
SDC4	4	False	False
PZP	4	False	False
H1FX	5	False	False
XBP1	5	True	False
PAX9	5	False	False
FUBP3	5	True	False
EN1	5	False	False
PAX6	5	True	False
HOXB1	5	True	False
SSX4	5	False	False
HDGF	5	False	False
PITX2	5	True	False
LEF1	5	False	False
ZDHHC2	5	False	False
MSX2	5	True	False
PRDM1	5	True	False
TLE2	5	False	False
RAX	5	True	False
DLX5	5	False	False
CAMTA2	5	True	False
NKX2-5	5	False	False
SIX3	5	True	False
NR4A3	5	True	False
TLE1	5	False	False
POU5F1	5	True	False
FOXD3	5	False	False
MSX1	5	True	False
MITF	5	False	False
HK3	5	True	False
SOX2	5	True	False
CDX1	5	False	False
VSX2	5	False	False
DLX2	5	False	False
HOXC8	5	False	False
F5	6	True	True
MEP1A	6	False	True
FLNB	6	True	True
ITGB3	6	False	True
CALR	6	False	True
PKD1	6	False	True
HRG	6	False	True
COL7A1	6	False	True
SERPINA5	6	False	True
LAMA2	6	False	True
FBLN2	6	False	True
PROS1	6	True	True
PLAT	6	True	True
COL2A1	6	False	True
CD151	6	False	True
COL6A1	6	True	True
F3	6	True	True
LAMA3	6	True	True
SERPINI1	6	False	True
C4BPB	6	False	True
NID2	6	False	True
PDGFC	6	False	True
