PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_24.gmt;436;64;17;12399;4.250268389174212e-11;4.377776440849439e-09;COL4A1 FN1 ITGA1 ITGA2 ITGA3 ITGB1 ITGB3 LAMA1 LAMA2 LAMA3 LAMA5 PDGFA PDGFB PDGFC PDGFRA PLAU SPARC
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_24.gmt;120;64;7;12399;2.625151066548013e-06;0.0001351952799272227;ITGA1 ITGA2 ITGA3 ITGB1 ITGB3 ITGB6 PDGFRA
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_24.gmt;44;64;3;12399;0.0014937688440281015;0.05128606364496482;ITGA3 ITGB1 PDGFB
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_08_24.gmt;85;64;3;12399;0.00959002391547032;0.2469431158233608;CAV1 DAG1 LAMA2
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_08_24.gmt;30;64;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_08_24.gmt;18;64;1;12399;0.08900276856553158;1.0;CAV1
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_24.gmt;24;64;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_24.gmt;60;64;1;12399;0.26746745704868624;1.0;ITGB1
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_24.gmt;18;64;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_24.gmt;14;64;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_24.gmt;9;64;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_24.gmt;3;64;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_24.gmt;49;64;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_24.gmt;33;64;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_24.gmt;81;64;0;12399;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_24.gmt;13;64;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;32;64;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;10;64;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;113;64;1;12399;0.44425602757523897;1.0;FBLN2
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;75;64;1;12399;0.32246663353714683;1.0;ADAM10
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;36;64;0;12399;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_24.gmt;57;64;0;12399;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_24.gmt;39;64;0;12399;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_24.gmt;37;64;0;12399;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_24.gmt;22;64;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_24.gmt;10;64;0;12399;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_24.gmt;18;64;0;12399;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_24.gmt;16;64;0;12399;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;42;64;0;12399;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;68;64;0;12399;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;65;64;1;12399;0.2862719414342103;1.0;COL2A1
WP5202;Alstrom syndrome;WP_allPathways_request_2022_08_24.gmt;33;64;0;12399;1.0;1.0;
WP5200;Dravet syndrome;WP_allPathways_request_2022_08_24.gmt;24;64;0;12399;1.0;1.0;
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_08_24.gmt;5;64;0;12399;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_08_24.gmt;18;64;0;12399;1.0;1.0;
WP5190;Creatine pathway;WP_allPathways_request_2022_08_24.gmt;5;64;0;12399;1.0;1.0;
WP5189;Copper metabolism;WP_allPathways_request_2022_08_24.gmt;4;64;0;12399;1.0;1.0;
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_08_24.gmt;14;64;0;12399;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_08_24.gmt;25;64;0;12399;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_08_24.gmt;20;64;0;12399;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_24.gmt;13;64;0;12399;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_08_24.gmt;13;64;0;12399;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_08_24.gmt;9;64;0;12399;1.0;1.0;
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_08_24.gmt;11;64;0;12399;1.0;1.0;
WP5124;Alzheimer's disease;WP_allPathways_request_2022_08_24.gmt;262;64;1;12399;0.7459900809444028;1.0;ADAM10
WP5120;Inclusion body myositis;WP_allPathways_request_2022_08_24.gmt;11;64;0;12399;1.0;1.0;
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_08_24.gmt;74;64;0;12399;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_08_24.gmt;15;64;0;12399;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_08_24.gmt;22;64;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_08_24.gmt;13;64;0;12399;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_08_24.gmt;5;64;0;12399;1.0;1.0;
WP4830;GDNF/RET signaling axis;WP_allPathways_request_2022_08_24.gmt;23;64;0;12399;1.0;1.0;
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_24.gmt;275;64;1;12399;0.762870326500653;1.0;ADAM10
WP4814;Somatic sex determination;WP_allPathways_request_2022_08_24.gmt;14;64;0;12399;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_24.gmt;3;64;0;12399;1.0;1.0;
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_24.gmt;9;64;0;12399;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_24.gmt;11;64;0;12399;1.0;1.0;
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_24.gmt;24;64;0;12399;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_24.gmt;13;64;0;12399;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_24.gmt;13;64;0;12399;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_24.gmt;7;64;0;12399;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_24.gmt;4;64;0;12399;1.0;1.0;
