PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_11.gmt;436;65;13;12378;3.3229808942127923e-07;3.389440512097048e-05;CCL2 CXCL12 CXCL5 FN1 IGF1 IGF2 INS MMP2 MMP3 MMP9 PDGFA PDGFB SPARC
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_08_11.gmt;73;65;3;12378;0.006617093228119098;0.22498116975604934;IGF1 IGF2 MAG
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_11.gmt;22;65;2;12378;0.005861592067388365;0.22498116975604934;FBN1 INS
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_11.gmt;44;65;2;12378;0.02229376358160036;0.4942617533317079;CXCL12 PDGFB
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;WP_allPathways_request_2022_08_11.gmt;46;65;2;12378;0.02422851732018176;0.4942617533317079;TGFB2 TGFB3
WP5101;Congenital generalized lipodystrophy (CGL);WP_allPathways_request_2022_08_11.gmt;18;65;1;12378;0.09047874047408623;0.9228831528356796;INS
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_11.gmt;16;65;1;12378;0.080837763797816;0.9228831528356796;PCSK9
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;WP_allPathways_request_2022_08_11.gmt;17;65;1;12378;0.08567076374399084;0.9228831528356796;PCSK9
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_08_11.gmt;85;65;2;12378;0.07342601179738761;0.9228831528356796;CCR3 MMP9
WP5120;Inclusion body myositis;WP_allPathways_request_2022_08_11.gmt;11;65;1;12378;0.05629290650433086;0.9228831528356796;PSENEN
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_11.gmt;23;65;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_11.gmt;60;65;1;12378;0.271423475412017;1.0;TGFB2
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_11.gmt;18;65;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_11.gmt;14;65;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_11.gmt;9;65;0;12378;1.0;1.0;
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_11.gmt;275;65;3;12378;0.1753201152014531;1.0;IDE INS PSENEN
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_11.gmt;33;65;0;12378;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_11.gmt;81;65;0;12378;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;32;65;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;10;65;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;113;65;1;12378;0.44990829426768936;1.0;FBN1
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;75;65;1;12378;0.3270403481419463;1.0;TF
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;36;65;0;12378;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_11.gmt;57;65;1;12378;0.2597688608664279;1.0;TGFB2
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_11.gmt;39;65;1;12378;0.18588621052753845;1.0;MMP9
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_11.gmt;37;65;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_11.gmt;49;65;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_11.gmt;3;65;0;12378;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_11.gmt;10;65;0;12378;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_11.gmt;18;65;0;12378;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;68;65;0;12378;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;65;65;0;12378;1.0;1.0;
WP5202;Alstrom syndrome;WP_allPathways_request_2022_08_11.gmt;33;65;0;12378;1.0;1.0;
WP5200;Dravet syndrome;WP_allPathways_request_2022_08_11.gmt;18;65;0;12378;1.0;1.0;
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_08_11.gmt;5;65;0;12378;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_08_11.gmt;18;65;0;12378;1.0;1.0;
WP5190;Creatine pathway;WP_allPathways_request_2022_08_11.gmt;5;65;0;12378;1.0;1.0;
WP5189;Copper metabolism;WP_allPathways_request_2022_08_11.gmt;4;65;0;12378;1.0;1.0;
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_08_11.gmt;14;65;0;12378;1.0;1.0;
WP5102;Familial partial lipodystrophy (FPLD);WP_allPathways_request_2022_08_11.gmt;30;65;1;12378;0.146268442597602;1.0;INS
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_08_11.gmt;20;65;0;12378;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_08_11.gmt;9;65;0;12378;1.0;1.0;
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_08_11.gmt;11;65;0;12378;1.0;1.0;
WP5124;Alzheimer's disease;WP_allPathways_request_2022_08_11.gmt;262;65;3;12378;0.15866585772572736;1.0;IDE INS PSENEN
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_08_11.gmt;74;65;0;12378;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_08_11.gmt;15;65;0;12378;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_08_11.gmt;22;65;0;12378;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_08_11.gmt;5;65;0;12378;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_08_11.gmt;25;65;0;12378;1.0;1.0;
WP4814;Somatic sex determination;WP_allPathways_request_2022_08_11.gmt;14;65;0;12378;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_11.gmt;42;65;0;12378;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_11.gmt;3;65;0;12378;1.0;1.0;
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_11.gmt;9;65;0;12378;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_11.gmt;11;65;0;12378;1.0;1.0;
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_11.gmt;24;65;0;12378;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_11.gmt;7;65;0;12378;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_11.gmt;4;65;0;12378;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WP_allPathways_request_2022_08_11.gmt;17;65;0;12378;1.0;1.0;
WP4312;Rett syndrome causing genes;WP_allPathways_request_2022_08_11.gmt;48;65;0;12378;1.0;1.0;
WP4224;Purine metabolism and related disorders;WP_allPathways_request_2022_08_11.gmt;22;65;0;12378;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WP_allPathways_request_2022_08_11.gmt;6;65;0;12378;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WP_allPathways_request_2022_08_11.gmt;2;65;0;12378;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;WP_allPathways_request_2022_08_11.gmt;10;65;0;12378;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;WP_allPathways_request_2022_08_11.gmt;66;65;1;12378;0.2941933108495843;1.0;INS
WP3995;Prion disease pathway;WP_allPathways_request_2022_08_11.gmt;33;65;0;12378;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;WP_allPathways_request_2022_08_11.gmt;15;65;0;12378;1.0;1.0;
WP3569;Fanconi Anemia Pathway;WP_allPathways_request_2022_08_11.gmt;39;65;0;12378;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);WP_allPathways_request_2022_08_11.gmt;38;65;0;12378;1.0;1.0;
WP2371;Parkinson's disease pathway;WP_allPathways_request_2022_08_11.gmt;47;65;0;12378;1.0;1.0;
WP4220;Neurotransmitter disorders;WP_allPathways_request_2022_08_11.gmt;4;65;0;12378;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WP_allPathways_request_2022_08_11.gmt;37;65;0;12378;1.0;1.0;
WP4504;Cysteine and methionine catabolism;WP_allPathways_request_2022_08_11.gmt;15;65;0;12378;1.0;1.0;
WP4506;Tyrosine metabolism;WP_allPathways_request_2022_08_11.gmt;4;65;0;12378;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WP_allPathways_request_2022_08_11.gmt;7;65;0;12378;1.0;1.0;
WP4803;Ciliopathies;WP_allPathways_request_2022_08_11.gmt;184;65;1;12378;0.6231953746519016;1.0;PKD1
WP4792;Purine metabolism;WP_allPathways_request_2022_08_11.gmt;13;65;0;12378;1.0;1.0;
