WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WP_allPathways_request_2022_08_01.gmt;92;50;5;12378;3.307761158804682e-05;0.003373916381980776;PPARG PPARGC1A RXRA THRA THRB
WP4312;Rett syndrome causing genes;WP_allPathways_request_2022_08_01.gmt;48;50;3;12378;0.0009438791209617185;0.04813783516904765;NCOR1 NCOR2 TBL1X
WP5102;Familial partial lipodystrophy (FPLD);WP_allPathways_request_2022_08_01.gmt;30;50;2;12378;0.006471719669742388;0.2200384687712412;KLF5 PPARG
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_01.gmt;275;50;1;12378;0.6755494449633528;1.0;NRBF2
WP5101;Congenital generalized lipodystrophy (CGL);WP_allPathways_request_2022_08_01.gmt;18;50;0;12378;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_01.gmt;436;50;1;12378;0.834134543723623;1.0;PPARGC1A
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_01.gmt;23;50;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_01.gmt;60;50;1;12378;0.2160720394278743;1.0;RARA
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_01.gmt;18;50;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_01.gmt;14;50;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_01.gmt;9;50;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_01.gmt;3;50;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_01.gmt;49;50;0;12378;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;33;50;0;12378;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;32;50;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;10;50;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;113;50;0;12378;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;75;50;1;12378;0.2624956803656744;1.0;CEP350
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;36;50;0;12378;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_01.gmt;57;50;1;12378;0.2064494624874929;1.0;PPARG
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_01.gmt;39;50;0;12378;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_01.gmt;37;50;1;12378;0.13927485245662308;1.0;PPARG
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;81;50;2;12378;0.042320921663072796;1.0;NR3C1 PPARG
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_01.gmt;22;50;1;12378;0.0852670320368834;1.0;PPARG
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_01.gmt;10;50;0;12378;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_01.gmt;18;50;0;12378;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;68;50;0;12378;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;65;50;1;12378;0.23185615442082824;1.0;MMS19
WP5202;Alstrom syndrome;WP_allPathways_request_2022_08_01.gmt;33;50;0;12378;1.0;1.0;
WP5200;Dravet syndrome;WP_allPathways_request_2022_08_01.gmt;18;50;0;12378;1.0;1.0;
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_08_01.gmt;5;50;0;12378;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_08_01.gmt;18;50;0;12378;1.0;1.0;
WP5190;Creatine pathway;WP_allPathways_request_2022_08_01.gmt;5;50;0;12378;1.0;1.0;
WP5189;Copper metabolism;WP_allPathways_request_2022_08_01.gmt;4;50;0;12378;1.0;1.0;
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_08_01.gmt;14;50;0;12378;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_08_01.gmt;20;50;0;12378;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_08_01.gmt;25;50;0;12378;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_08_01.gmt;5;50;0;12378;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_08_01.gmt;9;50;0;12378;1.0;1.0;
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_08_01.gmt;11;50;0;12378;1.0;1.0;
WP5124;Alzheimer's disease;WP_allPathways_request_2022_08_01.gmt;262;50;1;12378;0.6576207919239325;1.0;NRBF2
WP5120;Inclusion body myositis;WP_allPathways_request_2022_08_01.gmt;11;50;0;12378;1.0;1.0;
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_08_01.gmt;74;50;0;12378;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_08_01.gmt;15;50;0;12378;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_08_01.gmt;22;50;0;12378;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_01.gmt;16;50;0;12378;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP4830;GDNF/RET signaling axis;WP_allPathways_request_2022_08_01.gmt;23;50;0;12378;1.0;1.0;
WP4814;Somatic sex determination;WP_allPathways_request_2022_08_01.gmt;14;50;0;12378;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;42;50;0;12378;1.0;1.0;
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_08_01.gmt;85;50;0;12378;1.0;1.0;
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_01.gmt;9;50;0;12378;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_01.gmt;11;50;0;12378;1.0;1.0;
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_01.gmt;24;50;0;12378;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_01.gmt;7;50;0;12378;1.0;1.0;
