PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP2059;Alzheimer's disease and miRNA effects;WP_allPathways_request_2022_08_24.gmt;275;41;1;12399;0.6019138561587791;1.0;PSENEN
WP5102;Familial partial lipodystrophy;WP_allPathways_request_2022_08_24.gmt;30;41;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WP_allPathways_request_2022_08_24.gmt;18;41;0;12399;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WP_allPathways_request_2022_08_24.gmt;436;41;5;12399;0.013890284797491197;1.0;CCL2 CXCL12 CXCL5 MMP3 MMP9
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_24.gmt;24;41;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WP_allPathways_request_2022_08_24.gmt;60;41;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_24.gmt;18;41;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_24.gmt;14;41;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_24.gmt;9;41;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_24.gmt;3;41;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_24.gmt;49;41;0;12399;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_24.gmt;22;41;1;12399;0.07033430786317127;1.0;FBN1
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_24.gmt;33;41;0;12399;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_24.gmt;13;41;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;32;41;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;10;41;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;113;41;2;12399;0.053619895845313015;1.0;ELN FBN1
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;75;41;0;12399;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;36;41;0;12399;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WP_allPathways_request_2022_08_24.gmt;57;41;0;12399;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_24.gmt;39;41;1;12399;0.12135505327860976;1.0;MMP9
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_24.gmt;37;41;0;12399;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_08_24.gmt;25;41;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_24.gmt;81;41;0;12399;1.0;1.0;
WP4830;GDNF/RET signaling axis;WP_allPathways_request_2022_08_24.gmt;23;41;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_24.gmt;10;41;0;12399;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_24.gmt;16;41;0;12399;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;42;41;0;12399;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;68;41;0;12399;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;65;41;0;12399;1.0;1.0;
WP5202;Alstrom syndrome;WP_allPathways_request_2022_08_24.gmt;33;41;0;12399;1.0;1.0;
WP5200;Dravet syndrome;WP_allPathways_request_2022_08_24.gmt;24;41;0;12399;1.0;1.0;
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_08_24.gmt;5;41;0;12399;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_08_24.gmt;18;41;0;12399;1.0;1.0;
WP5190;Creatine pathway;WP_allPathways_request_2022_08_24.gmt;5;41;0;12399;1.0;1.0;
WP5189;Copper metabolism;WP_allPathways_request_2022_08_24.gmt;4;41;0;12399;1.0;1.0;
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_08_24.gmt;14;41;0;12399;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_24.gmt;18;41;0;12399;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_08_24.gmt;20;41;0;12399;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_24.gmt;13;41;0;12399;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_08_24.gmt;13;41;0;12399;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_08_24.gmt;9;41;0;12399;1.0;1.0;
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_08_24.gmt;11;41;0;12399;1.0;1.0;
WP5124;Alzheimer's disease;WP_allPathways_request_2022_08_24.gmt;262;41;1;12399;0.5840022444318805;1.0;PSENEN
WP5120;Inclusion body myositis;WP_allPathways_request_2022_08_24.gmt;11;41;1;12399;0.035792634648921684;1.0;PSENEN
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_08_24.gmt;74;41;0;12399;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_08_24.gmt;15;41;0;12399;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_08_24.gmt;22;41;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_08_24.gmt;13;41;0;12399;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_08_24.gmt;5;41;0;12399;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_08_24.gmt;168;41;1;12399;0.428926279843618;1.0;CXCL12
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_24.gmt;44;41;1;12399;0.1358340139616481;1.0;CXCL12
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WP_allPathways_request_2022_08_24.gmt;7;41;0;12399;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_24.gmt;3;41;0;12399;1.0;1.0;
WP4298;Acute viral myocarditis;WP_allPathways_request_2022_08_24.gmt;85;41;2;12399;0.03204335977304852;1.0;CCR3 MMP9
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_24.gmt;9;41;0;12399;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_24.gmt;11;41;0;12399;1.0;1.0;
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_24.gmt;24;41;0;12399;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_24.gmt;13;41;0;12399;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_24.gmt;13;41;0;12399;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_24.gmt;7;41;0;12399;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_24.gmt;4;41;0;12399;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WP_allPathways_request_2022_08_24.gmt;17;41;0;12399;1.0;1.0;
WP4312;Rett syndrome causing genes;WP_allPathways_request_2022_08_24.gmt;48;41;0;12399;1.0;1.0;
WP4224;Purine metabolism and related disorders;WP_allPathways_request_2022_08_24.gmt;22;41;0;12399;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WP_allPathways_request_2022_08_24.gmt;6;41;0;12399;1.0;1.0;
