multiplex	node	score
1	MPO	0.0006530362848393437
1	HOXB4	0.0006464904191561761
1	CYP24A1	0.0006459527836714907
1	STS	0.0006427927272405895
1	MIA	0.0006426902760106755
1	FOLR2	0.0006425379321258673
1	HOXD10	0.0006423800906210294
1	CDX1	0.0006423046484948145
1	DBX1	0.0006422714151057658
1	DEFA1	0.0006420177600370506
1	NKX3-2	0.0006419942094942882
1	OLR1	0.000641953149169836
1	MUC2	0.0006419340164410438
1	CAMKK1	0.0006419312003613882
1	DHRS3	0.000628252229289598
1	CD38	0.0006279728050845118
1	FOXA1	0.0006271753267725998
1	LPA	0.0006268675100621507
1	MT3	0.0006264945633288354
1	HOXD13	0.0006264650237350069
1	SMYD5	0.0006263042921583948
1	PLP1	0.0006261602895970477
1	IHH	0.0006210039014286983
1	CALB1	0.0006199769234462907
1	RBP2	0.0006197728745690397
1	NRGN	0.0006194856401783946
1	CTNNB1	0.0006192821084365361
1	CHGA	0.0006187807571661993
1	ASMT	0.000618176750512057
1	IRF1	0.0006152327571278603
1	PCP2	0.0006151510769103925
1	GDF5	0.0006142990540541145
1	HNF1A	0.0006116895928608125
1	SNAI2	0.0006116736218305725
1	FUT4	0.0006113646715741357
1	MSX2	0.0006111327311085951
1	AL807752.7	0.000611020165652459
1	SAT1	0.0006106441682048259
1	MMP13	0.0006105058355776999
1	TLX2	0.0006096291435916406
1	MAP7	0.0006089007736510282
1	EGFR	0.0006087390060468099
1	BHLHE40	0.0006085875723969973
1	DCT	0.0006085693823811734
1	LAPTM5	0.00060842418926715
1	LGALS7	0.0006079853491703625
1	RTN1	0.000607837313643967
1	HOXA5	0.0006076245769410269
1	CD164	0.0006074401416608623
1	CR1	0.0006070833266190758
1	CSN3	0.0006068070339508981
1	SPRR1B	0.0006065555814332884
1	EVX2	0.0006064542663311621
1	ZFP42	0.0006063514403234125
1	LEFTY1	0.0006061945870405091
1	ADAMTS5	0.0006059027361945458
1	ERRFI1	0.0006055321986310437
1	RAI2	0.000605286271305852
1	MUC4	0.0006050384935790106
1	MUC17	0.0006050384935790106
1	HOXD4	0.0006048063182265919
1	HCK	0.0006045389463424711
1	POU1F1	0.0006045082198418545
1	CHAT	0.0006041667486259425
1	HOXC5	0.000604047658502925
1	SLA	0.0006035921433524993
1	BST1	0.0006031859298286155
1	KRT4	0.0006031665667813963
1	ALPL	0.000602658709807773
1	EMP1	0.0006001053987614096
1	VCAM1	0.0005997810843890203
1	APOD	0.000599233253308133
1	IKZF1	0.0005984686054946916
1	IGF2	0.0005979119965074107
1	DIO1	0.0005965977772089421
1	MZF1	0.0005946464719199377
1	AANAT	0.0005936019888239419
1	HSD17B1	0.0005916877607120488
1	HOXA1	0.0005905949684644618
1	ENPP2	0.0005903237443501333
1	IGF1	0.0005889492182764671
1	ADH1C	0.0005889140777373597
1	EPO	0.0005888888554802543
1	PTGS1	0.0005888707474914963
1	GPX2	0.0005888314160758272
1	ADH1A	0.0005879793970771714
1	SELL	0.0005878666607992477
1	PLAT	0.0005878235004871426
1	ITGAL	0.0005872055223962927
1	IL2	0.0005870856150101718
1	CYP7A1	0.0005868365168203378
1	ITGAV	0.0005866769836965117
1	RNPEP	0.0005860924065879124
1	FCER2	0.0005855983105652041
1	MMP1	0.0005852876541456844
1	GRASP	0.00058523321232004
1	FOXA2	0.0005851463915701621
1	ADCYAP1R1	0.0005848174064194803
1	MMP11	0.0005845052548936493
1	SFTPB	0.0005839945107202455
1	NR6A1	0.0005839157149551733
1	MEOX1	0.0005838123401466102
1	CDH6	0.0005832736740634055
1	CDH3	0.0005832736740634055
1	TP53	0.0005823050906988428
1	MUC5B	0.0005821483011055559
1	MUC5AC	0.0005821483011055559
1	TGFB1	0.0005817037347904267
1	WT1	0.000581508203710273
1	ACSL1	0.0005814183927662122
1	SAG	0.000580904338637277
1	NR2C1	0.0005807186301190528
1	NRDC	0.0005807041604863879
1	RHO	0.0005803322527298021
1	PCK1	0.0005799901955690914
1	BGLAP	0.0005799151400429747
1	FGF9	0.0005798040097038975
