PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_24;275;30;0;12399;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WikiPathway_2022_08_24;22;30;0;12399;1.0;1.0;
WP5102;Familial partial lipodystrophy;WikiPathway_2022_08_24;30;30;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WikiPathway_2022_08_24;18;30;0;12399;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_24;436;30;3;12399;0.08711942993914747;1.0;FOXO1 MAD2L1 MST1
WP5074;Kallmann syndrome;WikiPathway_2022_08_24;24;30;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WikiPathway_2022_08_24;60;30;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WikiPathway_2022_08_24;18;30;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_24;14;30;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_24;9;30;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_24;3;30;0;12399;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WikiPathway_2022_08_24;10;30;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_24;49;30;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WikiPathway_2022_08_24;81;30;0;12399;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_24;13;30;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_24;32;30;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_24;10;30;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_24;113;30;0;12399;1.0;1.0;
