WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4312;Rett syndrome causing genes;WikiPathway_2022_08_05;48;29;2;12379;0.0055915841853369985;0.5703415869043739;NCOR1 TBL1X
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WikiPathway_2022_08_05;92;29;2;12379;0.01947372361995132;0.9931599046175174;RXRA THRA
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_05;275;29;1;12379;0.47912550537154375;1.0;NRBF2
WP5102;Familial partial lipodystrophy (FPLD);WikiPathway_2022_08_05;30;29;0;12379;1.0;1.0;
WP5101;Congenital generalized lipodystrophy (CGL);WikiPathway_2022_08_05;18;29;0;12379;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_05;436;29;0;12379;1.0;1.0;
WP5074;Kallmann syndrome;WikiPathway_2022_08_05;23;29;0;12379;1.0;1.0;
WP5053;Development of ureteric collection system;WikiPathway_2022_08_05;60;29;1;12379;0.13156484706055277;1.0;RARA
WP5052;Nephrogenesis;WikiPathway_2022_08_05;18;29;0;12379;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_05;14;29;0;12379;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_05;9;29;0;12379;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_05;3;29;0;12379;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_05;49;29;0;12379;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_05;33;29;0;12379;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_05;13;29;0;12379;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_05;32;29;0;12379;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_05;10;29;0;12379;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_05;113;29;0;12379;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_05;75;29;0;12379;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WikiPathway_2022_08_05;36;29;0;12379;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WikiPathway_2022_08_05;57;29;0;12379;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WikiPathway_2022_08_05;39;29;0;12379;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WikiPathway_2022_08_05;37;29;0;12379;1.0;1.0;
