PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP4844;Influence of laminopathies on Wnt signaling;WikiPathway_2022_08_11;37;25;2;12378;0.002497732718622702;0.2547687372995156;LEF1 TLE1
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WikiPathway_2022_08_11;57;25;2;12378;0.0058395934892507525;0.26389912605320953;LEF1 TLE1
WP3998;Prader-Willi and Angelman syndrome;WikiPathway_2022_08_11;66;25;2;12378;0.007761739001564986;0.26389912605320953;DLX5 MSX1
WP4657;22q11.2 copy number variation syndrome;WikiPathway_2022_08_11;149;25;2;12378;0.036035057852791444;0.9188939752461819;NKX2-5 PITX2
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_11;275;25;1;12378;0.4300662307227067;1.0;XBP1
WP5101;Congenital generalized lipodystrophy (CGL);WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_11;436;25;1;12378;0.5923570833242617;1.0;LEF1
WP5074;Kallmann syndrome;WikiPathway_2022_08_11;23;25;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WikiPathway_2022_08_11;60;25;0;12378;1.0;1.0;
WP5052;Nephrogenesis;WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_11;14;25;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_11;9;25;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_11;3;25;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_11;49;25;0;12378;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WikiPathway_2022_08_11;81;25;0;12378;1.0;1.0;
WP5102;Familial partial lipodystrophy (FPLD);WikiPathway_2022_08_11;30;25;0;12378;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_11;32;25;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_11;10;25;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_11;113;25;1;12378;0.20506842163900604;1.0;HOXC8
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_11;75;25;0;12378;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WikiPathway_2022_08_11;36;25;0;12378;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WikiPathway_2022_08_11;39;25;0;12378;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_11;33;25;0;12378;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WikiPathway_2022_08_11;22;25;0;12378;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WikiPathway_2022_08_11;10;25;0;12378;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WikiPathway_2022_08_11;68;25;0;12378;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WikiPathway_2022_08_11;65;25;0;12378;1.0;1.0;
WP5202;Alstrom syndrome;WikiPathway_2022_08_11;33;25;0;12378;1.0;1.0;
WP5200;Dravet syndrome;WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5195;Disorders in ketolysis;WikiPathway_2022_08_11;5;25;0;12378;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5190;Creatine pathway;WikiPathway_2022_08_11;5;25;0;12378;1.0;1.0;
WP5189;Copper metabolism;WikiPathway_2022_08_11;4;25;0;12378;1.0;1.0;
WP5178;Disorders of fructose metabolism;WikiPathway_2022_08_11;14;25;0;12378;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WikiPathway_2022_08_11;20;25;0;12378;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WikiPathway_2022_08_11;25;25;0;12378;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WikiPathway_2022_08_11;5;25;0;12378;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WikiPathway_2022_08_11;9;25;0;12378;1.0;1.0;
WP5166;Glyoxylate metabolism;WikiPathway_2022_08_11;11;25;0;12378;1.0;1.0;
WP5124;Alzheimer's disease;WikiPathway_2022_08_11;262;25;1;12378;0.414547398014727;1.0;XBP1
WP5120;Inclusion body myositis;WikiPathway_2022_08_11;11;25;0;12378;1.0;1.0;
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WikiPathway_2022_08_11;74;25;0;12378;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WikiPathway_2022_08_11;15;25;0;12378;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WikiPathway_2022_08_11;22;25;0;12378;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WikiPathway_2022_08_11;16;25;0;12378;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP4830;GDNF/RET signaling axis;WikiPathway_2022_08_11;23;25;0;12378;1.0;1.0;
WP4814;Somatic sex determination;WikiPathway_2022_08_11;14;25;0;12378;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WikiPathway_2022_08_11;42;25;0;12378;1.0;1.0;
WP4299;Lamin A-processing pathway;WikiPathway_2022_08_11;3;25;0;12378;1.0;1.0;
WP4298;Acute viral myocarditis;WikiPathway_2022_08_11;85;25;0;12378;1.0;1.0;
WP4297;Thiamine metabolic pathways;WikiPathway_2022_08_11;9;25;0;12378;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WikiPathway_2022_08_11;11;25;0;12378;1.0;1.0;
WP4288;MTHFR deficiency;WikiPathway_2022_08_11;24;25;0;12378;1.0;1.0;
WP4271;Vitamin B12 disorders;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP4236;Krebs cycle disorders;WikiPathway_2022_08_11;7;25;0;12378;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WikiPathway_2022_08_11;4;25;0;12378;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WikiPathway_2022_08_11;17;25;0;12378;1.0;1.0;
WP4224;Purine metabolism and related disorders;WikiPathway_2022_08_11;22;25;0;12378;1.0;1.0;
WP4220;Neurotransmitter disorders;WikiPathway_2022_08_11;4;25;0;12378;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WikiPathway_2022_08_11;6;25;0;12378;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WikiPathway_2022_08_11;2;25;0;12378;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;WikiPathway_2022_08_11;10;25;0;12378;1.0;1.0;
WP3995;Prion disease pathway;WikiPathway_2022_08_11;33;25;0;12378;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;WikiPathway_2022_08_11;15;25;0;12378;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;WikiPathway_2022_08_11;73;25;1;12378;0.13758566945541487;1.0;DLX5
WP3569;Fanconi Anemia Pathway;WikiPathway_2022_08_11;39;25;0;12378;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);WikiPathway_2022_08_11;38;25;0;12378;1.0;1.0;
WP2371;Parkinson's disease pathway;WikiPathway_2022_08_11;47;25;0;12378;1.0;1.0;
WP4312;Rett syndrome causing genes;WikiPathway_2022_08_11;48;25;0;12378;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WikiPathway_2022_08_11;37;25;1;12378;0.07217675380649888;1.0;LEF1
WP4504;Cysteine and methionine catabolism;WikiPathway_2022_08_11;15;25;0;12378;1.0;1.0;
WP4506;Tyrosine metabolism;WikiPathway_2022_08_11;4;25;0;12378;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WikiPathway_2022_08_11;7;25;0;12378;1.0;1.0;
WP4803;Ciliopathies;WikiPathway_2022_08_11;184;25;0;12378;1.0;1.0;
WP4792;Purine metabolism;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WikiPathway_2022_08_11;92;25;0;12378;1.0;1.0;
WP4688;Serine metabolism;WikiPathway_2022_08_11;8;25;0;12378;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;WikiPathway_2022_08_11;24;25;0;12378;1.0;1.0;
WP4673;Male infertility;WikiPathway_2022_08_11;145;25;0;12378;1.0;1.0;
WP4656;Joubert syndrome;WikiPathway_2022_08_11;76;25;0;12378;1.0;1.0;
