PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_24;33;63;4;12399;2.217298922054136e-05;0.0023059908789363013;IL4 INSR JAK2 SH2B1
WP4830;GDNF/RET signaling axis;WikiPathway_2022_08_24;23;63;3;12399;0.000205916406021026;0.010707653113093352;GDNF GFRA1 RET
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_24;436;63;9;12399;0.00033180608399427234;0.01150261091180144;BDNF IGF1R IL10 INSR JAK1 NTF3 NTRK2 SHC1 STAT1
WP4298;Acute viral myocarditis;WikiPathway_2022_08_24;85;63;4;12399;0.0009006665540749561;0.023417330405948858;IFNG IL10 JAK1 STAT1
WP3853;ERK pathway in Huntington's disease;WikiPathway_2022_08_24;15;63;2;12399;0.002556652603579062;0.044315311795370405;BDNF NTRK2
WP4549;Fragile X syndrome;WikiPathway_2022_08_24;112;63;4;12399;0.0024947114833021207;0.044315311795370405;BDNF NTRK2 PTPN11 SHC1
WP5053;Development of ureteric collection system;WikiPathway_2022_08_24;60;63;3;12399;0.0034811423289606794;0.05171982888741581;GDNF GFRA1 RET
WP5074;Kallmann syndrome;WikiPathway_2022_08_24;24;63;2;12399;0.006525684481309846;0.08483389825702799;FRS2 PTPN11
WP4540;Hippo signaling regulation pathways;WikiPathway_2022_08_24;98;63;3;12399;0.013501970753735224;0.1560227731542737;IGF1R INSR NTRK2
WP4541;Hippo-Merlin signaling dysregulation;WikiPathway_2022_08_24;120;63;3;12399;0.023051431524954744;0.21794080714502667;IGF1R INSR NTRK2
WP4823;Genes controlling nephrogenesis;WikiPathway_2022_08_24;44;63;2;12399;0.02095993136567424;0.21794080714502667;GDNF RET
WP5222;2q13 copy number variation syndrome;WikiPathway_2022_08_24;68;63;2;12399;0.046716190169343176;0.4048736481343075;SOCS3 STAT1
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_24;75;63;2;12399;0.055646637493366874;0.41337502137929677;STAT5A STAT5B
WP3584;MECP2 and associated Rett syndrome;WikiPathway_2022_08_24;73;63;2;12399;0.0530372288896288;0.41337502137929677;BDNF IGF1R
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_24;13;63;1;12399;0.06410711191195985;0.44447597592292165;PRMT3
WP5101;Congenital generalized lipodystrophy;WikiPathway_2022_08_24;18;63;1;12399;0.0876715500157044;0.5698650751020785;IRS1
