PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP2447;Amyotrophic lateral sclerosis (ALS);WikiPathway_2022_08_11;38;25;4;12378;9.119905728029545e-07;9.302303842590136e-05;BAX BCL2 BCL2L1 BID
WP4298;Acute viral myocarditis;WikiPathway_2022_08_11;85;25;4;12378;2.3468067481142703e-05;0.001196871441538278;BAX BCL2 BCL2L1 BID
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_11;436;25;6;12378;0.000184734518213707;0.006280973619266038;BAK1 BAX BBC3 BCL2 EFNA2 MCL1
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_11;275;25;4;12378;0.002086592974130247;0.04256649667225704;BID CAPN2 ITPR1 VDAC1
WP5124;Alzheimer's disease;WikiPathway_2022_08_11;262;25;4;12378;0.001747923380287974;0.04256649667225704;BID CAPN2 ITPR1 VDAC1
WP5101;Congenital generalized lipodystrophy (CGL);WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5074;Kallmann syndrome;WikiPathway_2022_08_11;23;25;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WikiPathway_2022_08_11;60;25;0;12378;1.0;1.0;
WP5052;Nephrogenesis;WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_11;14;25;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_11;9;25;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_11;3;25;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_11;49;25;0;12378;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_11;33;25;0;12378;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WikiPathway_2022_08_11;81;25;0;12378;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_11;13;25;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_11;32;25;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_11;10;25;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_11;113;25;0;12378;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_11;75;25;1;12378;0.1410865765018446;1.0;DYNLL1
WP4905;1q21.1 copy number variation syndrome;WikiPathway_2022_08_11;36;25;0;12378;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WikiPathway_2022_08_11;57;25;0;12378;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WikiPathway_2022_08_11;39;25;0;12378;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WikiPathway_2022_08_11;37;25;0;12378;1.0;1.0;
WP5102;Familial partial lipodystrophy (FPLD);WikiPathway_2022_08_11;30;25;0;12378;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WikiPathway_2022_08_11;22;25;0;12378;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WikiPathway_2022_08_11;18;25;0;12378;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WikiPathway_2022_08_11;25;25;0;12378;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WikiPathway_2022_08_11;68;25;1;12378;0.12877336692159447;1.0;BCL2L11
WP5221;2q11.2 copy number variation syndrome;WikiPathway_2022_08_11;65;25;0;12378;1.0;1.0;
