WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_05;33;63;4;12379;2.2312661324678497e-05;0.002275891455117207;IL4 INSR JAK2 SH2B1
WP4830;GDNF/RET signaling axis;WikiPathway_2022_08_05;23;63;3;12379;0.00020689187975829858;0.010551485867673228;GDNF GFRA1 RET
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_05;436;63;9;12379;0.0003357394277470107;0.011415140543398363;BDNF IGF1R IL10 INSR JAK1 NTF3 NTRK2 SHC1 STAT1
WP4298;Acute viral myocarditis;WikiPathway_2022_08_05;85;63;4;12379;0.0009060521082882785;0.0231043287613511;IFNG IL10 JAK1 STAT1
WP4549;Fragile X syndrome;WikiPathway_2022_08_05;112;63;4;12379;0.002509218392415622;0.04360065309221312;BDNF NTRK2 PTPN11 SHC1
WP3853;ERK pathway in Huntington's disease;WikiPathway_2022_08_05;15;63;2;12379;0.0025647442995419484;0.04360065309221312;BDNF NTRK2
WP5053;Development of ureteric collection system;WikiPathway_2022_08_05;60;63;3;12379;0.003496882274741262;0.05095457028908696;GDNF GFRA1 RET
WP5074;Kallmann syndrome;WikiPathway_2022_08_05;23;63;2;12379;0.006020158704303294;0.076757023479867;FRS2 PTPN11
WP4540;Hippo signaling regulation pathways;WikiPathway_2022_08_05;98;63;3;12379;0.0135600747809715;0.153680847517677;IGF1R INSR NTRK2
WP4823;Genes controlling nephrogenesis;WikiPathway_2022_08_05;44;63;2;12379;0.021023089221523624;0.21443551005954098;GDNF RET
WP4541;Hippo-Merlin signaling dysregulation;WikiPathway_2022_08_05;120;63;3;12379;0.023147758918874346;0.2146428554295621;IGF1R INSR NTRK2
WP5222;2q13 copy number variation syndrome;WikiPathway_2022_08_05;68;63;2;12379;0.046851213452513044;0.3982353143463609;SOCS3 STAT1
WP3584;MECP2 and associated Rett syndrome;WikiPathway_2022_08_05;73;63;2;12379;0.05318917887568671;0.4065829386849771;BDNF IGF1R
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_05;75;63;2;12379;0.055805501388134116;0.4065829386849771;STAT5A STAT5B
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_05;13;63;1;12379;0.06420759212473624;0.43661162644820645;PRMT3
WP5101;Congenital generalized lipodystrophy (CGL);WikiPathway_2022_08_05;18;63;1;12379;0.08780722560760676;0.5597710632484931;IRS1
