PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WikiPathway_2022_08_24;92;44;4;12399;0.0003070860018067997;0.031936944187907164;PPARG PPARGC1A RXRA THRA
WP5102;Familial partial lipodystrophy;WikiPathway_2022_08_24;30;44;2;12399;0.00502642395865604;0.2613740458501141;PPARA PPARG
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_24;275;44;0;12399;1.0;1.0;
WP5101;Congenital generalized lipodystrophy;WikiPathway_2022_08_24;18;44;0;12399;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_24;436;44;1;12399;0.7935851382677973;1.0;PPARGC1A
WP5074;Kallmann syndrome;WikiPathway_2022_08_24;24;44;0;12399;1.0;1.0;
WP5053;Development of ureteric collection system;WikiPathway_2022_08_24;60;44;0;12399;1.0;1.0;
WP5052;Nephrogenesis;WikiPathway_2022_08_24;18;44;0;12399;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_24;14;44;0;12399;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_24;9;44;0;12399;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_24;3;44;0;12399;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_24;49;44;0;12399;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_24;33;44;0;12399;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WikiPathway_2022_08_24;81;44;2;12399;0.03340708755793898;1.0;NR3C1 PPARG
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_24;13;44;0;12399;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_24;32;44;0;12399;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_24;10;44;0;12399;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_24;113;44;0;12399;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_24;75;44;1;12399;0.23465159770647004;1.0;CEP350
WP4905;1q21.1 copy number variation syndrome;WikiPathway_2022_08_24;36;44;0;12399;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WikiPathway_2022_08_24;57;44;1;12399;0.18379843877776544;1.0;PPARG
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WikiPathway_2022_08_24;39;44;0;12399;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WikiPathway_2022_08_24;37;44;1;12399;0.12341894683820746;1.0;PPARG
WP5103;Progeria-associated lipodystrophy;WikiPathway_2022_08_24;22;44;1;12399;0.07529091230690384;1.0;PPARG
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WikiPathway_2022_08_24;10;44;0;12399;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WikiPathway_2022_08_24;18;44;0;12399;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WikiPathway_2022_08_24;16;44;0;12399;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WikiPathway_2022_08_24;168;44;1;12399;0.451903200420076;1.0;MAP4
WP5223;2q21.1 copy number variation syndrome;WikiPathway_2022_08_24;42;44;0;12399;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WikiPathway_2022_08_24;68;44;0;12399;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WikiPathway_2022_08_24;65;44;1;12399;0.20679495524735325;1.0;MMS19
WP5202;Alstrom syndrome;WikiPathway_2022_08_24;33;44;0;12399;1.0;1.0;
WP5200;Dravet syndrome;WikiPathway_2022_08_24;24;44;0;12399;1.0;1.0;
WP5195;Disorders in ketolysis;WikiPathway_2022_08_24;5;44;0;12399;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WikiPathway_2022_08_24;18;44;0;12399;1.0;1.0;
WP5190;Creatine pathway;WikiPathway_2022_08_24;5;44;0;12399;1.0;1.0;
WP5189;Copper metabolism;WikiPathway_2022_08_24;4;44;0;12399;1.0;1.0;
WP5178;Disorders of fructose metabolism;WikiPathway_2022_08_24;14;44;0;12399;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WikiPathway_2022_08_24;20;44;0;12399;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WikiPathway_2022_08_24;5;44;0;12399;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WikiPathway_2022_08_24;13;44;0;12399;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WikiPathway_2022_08_24;13;44;0;12399;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WikiPathway_2022_08_24;9;44;0;12399;1.0;1.0;
WP5166;Glyoxylate metabolism;WikiPathway_2022_08_24;11;44;0;12399;1.0;1.0;
WP5124;Alzheimer's disease;WikiPathway_2022_08_24;262;44;0;12399;1.0;1.0;
WP5120;Inclusion body myositis;WikiPathway_2022_08_24;11;44;0;12399;1.0;1.0;
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WikiPathway_2022_08_24;74;44;0;12399;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WikiPathway_2022_08_24;15;44;0;12399;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WikiPathway_2022_08_24;22;44;0;12399;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WikiPathway_2022_08_24;13;44;0;12399;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WikiPathway_2022_08_24;25;44;0;12399;1.0;1.0;
WP4830;GDNF/RET signaling axis;WikiPathway_2022_08_24;23;44;0;12399;1.0;1.0;
WP4823;Genes controlling nephrogenesis;WikiPathway_2022_08_24;44;44;0;12399;1.0;1.0;
WP4814;Somatic sex determination;WikiPathway_2022_08_24;14;44;0;12399;1.0;1.0;
WP4299;Lamin A-processing pathway;WikiPathway_2022_08_24;3;44;0;12399;1.0;1.0;
WP4298;Acute viral myocarditis;WikiPathway_2022_08_24;85;44;1;12399;0.2615514082308983;1.0;CXADR
WP4297;Thiamine metabolic pathways;WikiPathway_2022_08_24;9;44;0;12399;1.0;1.0;
