PathwayIDs;PathwayNames;PathwayBackgroundNames;PathwaySizes;TargetSizes;IntersectionSize;BackgroundSizes;pValue;pAdjusted;Intersection
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WikiPathway_2022_08_11;92;52;5;12378;4.010254243569623e-05;0.004090459328441016;PPARG PPARGC1A RXRA THRA THRB
WP4312;Rett syndrome causing genes;WikiPathway_2022_08_11;48;52;3;12378;0.001058508072622969;0.05398391170377142;NCOR1 NCOR2 TBL1X
WP5102;Familial partial lipodystrophy (FPLD);WikiPathway_2022_08_11;30;52;2;12378;0.006984323933319909;0.2374670137328769;KLF5 PPARG
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_11;275;52;1;12378;0.68986357291652;1.0;NRBF2
WP5101;Congenital generalized lipodystrophy (CGL);WikiPathway_2022_08_11;18;52;0;12378;1.0;1.0;
WP5087;Malignant pleural mesothelioma;WikiPathway_2022_08_11;436;52;1;12378;0.8456597477584431;1.0;PPARGC1A
WP5074;Kallmann syndrome;WikiPathway_2022_08_11;23;52;0;12378;1.0;1.0;
WP5053;Development of ureteric collection system;WikiPathway_2022_08_11;60;52;0;12378;1.0;1.0;
WP5052;Nephrogenesis;WikiPathway_2022_08_11;18;52;0;12378;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_11;14;52;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_11;9;52;0;12378;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_11;3;52;0;12378;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_11;49;52;0;12378;1.0;1.0;
WP4950;16p11.2 distal deletion syndrome;WikiPathway_2022_08_11;33;52;0;12378;1.0;1.0;
WP4947;Nitric oxide metabolism in cystic fibrosis;WikiPathway_2022_08_11;13;52;0;12378;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_11;32;52;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_11;10;52;0;12378;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_11;113;52;0;12378;1.0;1.0;
WP4906;3q29 copy number variation syndrome;WikiPathway_2022_08_11;75;52;0;12378;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WikiPathway_2022_08_11;36;52;0;12378;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WikiPathway_2022_08_11;57;52;1;12378;0.21377094823656875;1.0;PPARG
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WikiPathway_2022_08_11;39;52;0;12378;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WikiPathway_2022_08_11;37;52;1;12378;0.14443389324463254;1.0;PPARG
WP4949;16p11.2 proximal deletion syndrome;WikiPathway_2022_08_11;81;52;2;12378;0.04543035859224721;1.0;NR3C1 PPARG
WP5103;Progeria-associated lipodystrophy;WikiPathway_2022_08_11;22;52;1;12378;0.08852903459876316;1.0;PPARG
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WikiPathway_2022_08_11;10;52;0;12378;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WikiPathway_2022_08_11;18;52;0;12378;1.0;1.0;
WP5222;2q13 copy number variation syndrome;WikiPathway_2022_08_11;68;52;0;12378;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WikiPathway_2022_08_11;65;52;1;12378;0.23993528111830537;1.0;MMS19
WP5202;Alstrom syndrome;WikiPathway_2022_08_11;33;52;0;12378;1.0;1.0;
WP5200;Dravet syndrome;WikiPathway_2022_08_11;18;52;0;12378;1.0;1.0;
WP5195;Disorders in ketolysis;WikiPathway_2022_08_11;5;52;0;12378;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WikiPathway_2022_08_11;18;52;0;12378;1.0;1.0;
WP5190;Creatine pathway;WikiPathway_2022_08_11;5;52;0;12378;1.0;1.0;
WP5189;Copper metabolism;WikiPathway_2022_08_11;4;52;0;12378;1.0;1.0;
WP5178;Disorders of fructose metabolism;WikiPathway_2022_08_11;14;52;0;12378;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WikiPathway_2022_08_11;20;52;0;12378;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WikiPathway_2022_08_11;25;52;0;12378;1.0;1.0;
