geneSymbol	ActiveModule	activeGene	overlapSignificant
PI3	3	False	False
KRT1	3	True	False
LOR	3	False	False
IVL	3	True	False
PNN	3	False	False
KRT18	3	True	False
BORA	3	False	False
CSTA	3	False	False
FGF9	3	True	False
PKP3	3	False	False
DSC2	3	True	False
DSG3	3	True	False
PKP4	3	False	False
DSC3	3	True	False
CCDC17	3	False	False
CTSD	3	True	False
UCHL5	3	False	False
ULBP2	4	False	False
COL5A1	4	False	False
MAG	4	False	False
F2	4	False	False
PKD1	4	False	False
F7	4	False	False
PRELP	4	False	False
COCH	4	False	False
AMBP	4	True	False
LAMB3	4	False	False
PDGFC	4	False	False
COL7A1	4	True	False
LAMC2	4	False	False
LAMA2	4	False	False
PSENEN	4	False	False
COL1A1	4	True	False
HSPG2	4	False	False
CAV1	4	False	False
LAMA1	4	False	False
CAV3	4	False	False
PDGFA	4	True	False
SPARC	4	True	False
COL2A1	4	False	False
SDC2	4	True	False
LAMA5	4	False	False
DAG1	4	True	False
COL4A1	4	True	False
PLG	4	False	False
F3	4	True	False
PLAT	4	True	False
ACHE	4	False	False
LAMA3	4	False	False
NID2	4	False	False
PLAU	4	True	False
COL1A2	4	True	False
NID1	4	False	False
SERPINA5	4	False	False
FN1	4	False	False
SERPINI1	4	False	False
COL6A1	4	False	False
F10	4	False	False
THBD	4	True	False
COL3A1	4	True	False
PDGFB	4	False	False
REG3A	4	False	False
COX8A	4	False	False
PDGFRA	4	True	False
FGA	4	False	False
SERPINE1	4	True	False
SERPINB2	4	True	False
SERPINE2	4	False	False
SCAMP5	4	False	False
ITGA2	4	False	False
ENO1	4	False	False
HELZ2	5	False	False
PPARA	5	True	False
ZBTB7C	5	False	False
SREBF1	5	True	False
NR0B1	5	False	False
PPARG	5	True	False
RARB	5	True	False
SMARCD3	5	False	False
ITGB1BP2	5	False	False
RARG	5	True	False
RXRA	5	True	False
ALOX15B	5	False	False
MAP6	5	False	False
NCOA2	5	False	False
NR2F1	5	True	False
TRIP4	5	False	False
NR2F2	5	True	False
CEP350	5	False	False
FABP1	5	False	False
TNP1	5	False	False
MED24	5	False	False
ARID1A	5	False	False
NR3C1	5	True	False
ZBTB20	5	False	False
HR	5	False	False
VDR	5	True	False
KDM5A	5	False	False
JAZF1	5	False	False
NSD1	5	False	False
ZNHIT3	5	False	False
DAP3	5	False	False
NR6A1	5	True	False
NCOA1	5	False	False
SRF	5	False	False
RARA	5	True	False
HNF4A	5	True	False
PNRC1	5	False	False
NKX2-1	5	False	False
RAD54L2	5	False	False
NCOA4	5	False	False
NR3C2	5	False	False
ACSL1	5	True	False
MECR	5	False	False
NRIP1	5	True	False
ESRRB	5	False	False
KLF5	5	False	False
NR2F6	5	False	False
NRBF2	5	False	False
POU1F1	5	True	False
MED14	5	False	False
RXRB	5	False	False
NR2C2	5	True	False
ONECUT1	5	False	False
RXRG	5	True	False
NCOR2	5	False	False
TDG	5	False	False
MED25	5	False	False
CHD9	5	False	False
MED16	5	False	False
MED10	5	False	False
IRX4	5	False	False
MMRN2	5	False	False
ROBO4	5	False	False
NCOA3	5	False	False
NLRP10	6	False	False
AR	6	True	False
TLN1	6	False	False
ERBB2	6	True	False
DOK4	6	False	False
NDFIP2	6	False	False
LYN	6	True	False
COL9A3	6	False	False
EGFR	6	True	False
MED12L	6	False	False
SHC2	6	False	False
TTC9B	6	False	False
LETMD1	6	False	False
HCK	6	True	False
PDE4A	6	False	False
GRB14	6	False	False
ZFP42	6	True	False
RYBP	6	False	False
IRS4	6	False	False
SHC3	6	False	False
SLA	6	True	False
ABL1	6	True	False
SPRR2A	6	False	False
TUB	6	False	False
CLCN6	6	False	False
STAP2	6	False	False
GP6	6	False	False
CDON	6	False	False
MTCH1	6	False	False
SKAP2	6	False	False
FYN	6	True	False
NTRK1	6	True	False
PTPN22	6	False	False
ZDHHC16	6	False	False
MUCL1	6	False	False
EGF	6	False	False
TLR8	6	False	False
BTK	6	True	False
CSF1R	6	True	False
CBL	6	False	False
RPL10	6	False	False
RIN2	6	False	False
CENPV	6	False	False
SH2B3	6	False	False
ERBB3	6	True	False
BANK1	6	False	False
PIK3R3	6	False	False
APBB2	6	False	False
TRAT1	6	False	False
DOK6	6	False	False
SHE	6	False	False
FGR	6	True	False
PTK2	6	True	False
NEO1	6	False	False
PDGFRB	6	True	False
SHC4	6	False	False
TXK	6	False	False
RAPGEF1	6	False	False
TLR6	6	False	False
SUPT6H	6	False	False
PTPRR	6	False	False
CDH2	6	True	False
GPX1	6	False	False
NRG1	6	False	False
KIT	6	False	False
KITLG	6	True	False
VAV3	6	False	False
SH2D5	6	False	False
LCK	6	False	False
PECAM1	6	True	False
GAB3	6	False	False
ATIC	6	False	False
SPHK2	6	False	False
CDH5	6	False	False
DCBLD2	6	False	False
SH2D3A	6	False	False
BCAR1	6	False	False
RASA1	6	False	False
PTPRB	6	False	False
PLCG2	6	False	False
DLX5	7	False	False
MSX2	7	True	False
MSX1	7	True	False
HOXC8	7	False	False
SOX2	7	False	False
CDX1	7	True	False
FOXD3	7	False	False
POU5F1	7	True	False
PITX2	7	True	False
LEF1	7	True	False
DLX2	7	False	False
ZDHHC2	7	False	False
HOXB1	7	True	False
PAX6	7	False	False
SIX3	7	False	False
NR4A3	7	True	False
TLE1	7	False	False
MITF	7	False	False
FGF19	8	False	False
FGFR4	8	True	False
HOXC6	8	False	False
FGFR2	8	True	False
RASL10B	8	False	False
PDLIM2	8	False	False
WT1	8	True	False
DIRAS3	8	False	False
ERRFI1	8	True	False
KLK7	8	True	False
STK11	8	False	False
BEX2	8	True	False
BCAR3	8	False	False
FGF10	8	False	False
ANOS1	8	False	False
TGFB1	8	True	False
PSMC3IP	8	False	False
THRSP	8	True	False
MTA3	8	False	False
BMP2	9	True	False
WFIKKN2	9	False	False
ENG	9	False	False
TGFBR1	9	True	False
CHRDL2	9	False	False
INHBA	9	True	False
FKBP1A	9	True	False
ACVRL1	9	False	False
FSTL1	9	False	False
BMPR1A	9	False	False
GDF5	9	True	False
BMPR1B	9	False	False
TGFBR2	9	True	False
ACVR1	9	False	False
BMP7	9	True	False
WFIKKN1	9	False	False
BMP4	9	True	False
NOG	9	False	False
BMPR2	9	False	False
ACVR1B	9	False	False
BAMBI	9	False	False
USF1	10	False	False
FOSL1	10	True	False
C19orf68	10	False	False
JUNB	10	True	False
MAZ	10	False	False
JUN	10	True	False
RUNX1	10	False	False
MAF	10	False	False
SOX9	10	True	False
ETS1	10	True	False
MED23	10	False	False
IL7	10	False	False
CEBPE	10	True	False
ARL6IP4	10	False	False
FOS	10	True	False
LUZP4	10	False	False
MAFB	10	False	False
APLP2	10	False	False
ZNF595	10	False	False
RPS6KA2	10	False	False
KDM2B	10	False	False
HOXA5	10	True	False
DNMT3L	10	False	False
TSC22D3	10	False	False
EGR1	10	True	False
USF2	10	False	False
ATF5	10	False	False
RUNX2	10	False	False
SRA1	10	False	False
PRMT3	11	False	False
STAT1	11	True	False
GFRA1	11	True	False
NRTN	11	False	False
FRS2	11	False	False
NTRK3	11	True	False
IL2RB	11	True	False
IL15	11	False	False
IL27RA	11	False	False
RET	11	True	False
FAU	11	False	False
NTRK2	11	True	False
BDNF	11	False	False
NTF3	11	False	False
MT-ND4L	11	False	False
GDNF	11	False	False
IFNGR2	11	False	False
IFNG	11	True	False
CAMP	11	False	False
IGF1R	11	True	False
AMY2A	11	False	False
IFNGR1	11	False	False
CNTFR	11	True	False
IL6ST	11	False	False
SHC1	11	False	False
SH2B1	11	False	False
SOCS3	11	False	False
JAK1	11	False	False
RACK1	11	False	False
JAK2	11	False	False
C9	12	False	False
CD59	12	True	False
BST1	12	True	False
LBP	12	False	False
EPPIN	12	False	False
LTF	12	True	False
ADCYAP1R1	12	True	False
CLU	12	False	False
FOLR1	12	True	False
IRAK3	12	False	False
CP	12	True	False
LYZ	12	False	False
C8A	12	False	False
GALNT14	12	False	False
MUC5AC	12	True	False
MUC7	12	False	False
GALNT12	12	False	False
CD14	12	False	False
FOXA2	13	True	False
OTX2	13	True	False
LHX1	13	True	False
EN2	13	False	False
GSC	13	True	False
HLF	14	False	False
MYB	14	True	False
HOXD13	14	True	False
CREBBP	14	False	False
HMGB1	14	False	False
HOXD11	14	True	False
HOXD10	14	True	False
HOXB4	14	True	False
SKI	14	False	False
PPM1K	14	False	False
GSTM2	15	False	False
PTEN	15	True	False
RPL10A	15	False	False
RPL22L1	15	False	False
EEF2	15	False	False
LGALS3	15	True	False
C1GALT1C1	15	False	False
NCF2	15	True	False
S100A9	15	False	False
PELO	15	False	False
HSD17B1	15	True	False
NDFIP1	15	False	False
NOXA1	15	False	False
NCF1	15	True	False
FCGR2A	15	False	False
NCF4	15	False	False
PRKCD	15	False	False
OTUD3	15	False	False
SLC25A5	15	False	False
ALCAM	15	False	False
LGALS1	15	True	False
MYO1B	15	False	False
MYOF	15	False	False
MGAM	15	False	False
CD6	15	False	False
TXN	15	False	False
KBTBD4	15	False	False
S100A8	15	True	False
PDCD11	15	False	False
METTL26	15	False	False
CYBA	15	False	False
SSR4	15	False	False
ATP5A1	15	False	False
ITGB2	16	True	False
COPS5	16	False	False
EDNRA	16	False	False
EDN1	16	True	False
CALB1	16	True	False
CACNA1D	16	False	False
S100A7	16	True	False
RANBP9	16	False	False
IMPA1	16	False	False
HBEGF	17	True	False
NRDC	17	True	False
APAF1	17	False	False
HSP90AA1	17	True	False
SMG5	17	False	False
TERT	17	True	False
DDX51	17	False	False
USP50	17	False	False
ACAA2	17	False	False
SLC7A11	17	False	False
SLC7A9	17	False	False
TGM2	17	True	False
GLA	17	False	False
TIMM21	17	False	False
SMG6	17	False	False
RPS3	17	False	False
PLCD1	17	False	False
STUB1	17	False	False
BAG1	17	False	False
HSPA1A	17	False	False
ST13	17	False	False
TNC	18	True	False
NCAN	18	False	False
TNR	18	False	False
ACAN	18	True	False
CNTN2	18	False	False
CNTN1	18	True	False
